SentenceID	English	Arabic	SentenceType	SwitchTranslation	Comment
B-16682	Well, a father's the one who raises you, looks after you, loves you.	من يعتني بك ، من يحبك	N-B		
B-16683	Well, a man from the office did come by and take his laptop. Can you remember his name?	حسن ، رجل من المكتب أتى و أخذ كمبيوتره المحمول أيمكنك تذكر اسمه ؟	B-B		
B-16684	Well, actually, you know what?	- حسنا في الواقع ، أتعلم ؟	B-M	- حسنا في الواقع ، أتعلمين؟	
B-16685	Well, after Mark went down, you know, Kid was kicking him,	وقع مارك على الأرض ، فانهار عليه كيد ضربا	N-N		
B-16686	Well, all the men you arrested identified this guy Hanson but apparently he's long gone.	حسنا الرجال الذين إعتقلتهم ، قاموا بالتعرف على هوية هذا الرجل ، الذي يدعى ( هانسم ) ولكن على مايبدوا فقط إستطاع الإفلات .	B-B		
B-16687	Well, all your vitals are fine. Ah.	حسنا ، كل أعضائك الحيوية بخير	B-B		
B-16688	Well, aren't you helpful.	حسنا ، ارين وأبوس ] ؛ [ ت لك مفيدة .	B-S		Meaningless
B-16689	Well, aren't you the gentlemen.	ألست برجل نبيل	N-M	ألست بإمرأة نبيلة	
B-16690	Well, as your second-best friend--	حسنا ، ، بصفتي صديقي المفضل الثاني	M-N	حسنا ، ، بصفتي صديقتي المفضلة الثانية	Bad translation
B-16691	Well, at least explain again to your daughter why you took this job.	على الأقل اشرح لابنتك لما قبلت هذا العمل ؟	N-M	على الأقل اشرحي لابنتك لما قبلت هذا العمل ؟	
B-16692	Well, at least it gets you out in the open air.	أقله تكون في العراء	N-M	أقله تكونين في العراء	
B-16693	Well, best day of your life.	حسنا . أفضل يوم في حياتك	B-B		
B-16694	Well, better than you were at being better before, but not so much better that it's weird.	حسنا أفضل مما كنت تحاول أن تبدو أفضل منه منذ قليل لكن ليس أفضل كثيرا لكي لا تبدو غريبا	B-M	حسنا أفضل مما كنت تحاولين أن تبدي أفضل منه منذ قليل لكن ليس أفضل كثيرا لكي لا تبدين غريبة	
B-16695	Well, can you blame her?	حسنا ، وهل يمكنك إلقاء اللوم لها ؟	B-B		
B-16696	Well, clearly you were desperate.	حسنا ، من الواضح أنك كنت يائسا	B-M	حسنا ، من الواضح أنك كنت يائسة	
B-16697	Well, come on. Let's get you upright.	حسنا هيا ، فلنرفعك	B!-B		
B-16698	Well, could you find out some more?	حسنا ، هلا تحققت من الأمر أكثر	B-B		
B-16699	Well, couldn't you?	الم تستطع ؟	N-M	الم تستطعي ؟	
B-16700	Well, did you explain the situation to Diane?	حسنا ، هل شرح الوضع لديان ؟	B-N		
B-16701	Well, did you feel something?	حسن ، هل شعرت أنت بشيء ؟	B-B		
B-16702	Well, did you know that Detective Morales was...?	حسنا ، هل كنت تعلم أن المحقق ( موراليس ) كان . . . .	B-M	حسنا ، هل كنت تعلمين أن المحقق ( موراليس ) كان . . . .	
B-16703	Well, did you know that the characters in the game can have sex with each other?	هل كنت تعلمين أن الشخصيات باللعبة بإمكانها ممارسة الجنس مع أي شخصية ؟	N-F	هل كنت تعلم أن الشخصيات باللعبة بإمكانها ممارسة الجنس مع أي شخصية ؟	
B-16704	Well, did you say something like you're going to China holding that Sejin Group woman's hand?	حسنا ، هل قلت شيء مثل أنك سوف تذهب إلى الصين ممسكا بيد تلك السيدة صاحبة شركة " سي جين " ؟	B-M	حسنا ، هل قلت شيء مثل أنك سوف تذهبين إلى الصين ممسكة بيد تلك السيدة صاحبة شركة " سي جين " ؟	
B-16705	Well, did you see the part where it said they discovered his body a few weeks later in the desert, and no one was ever arrested for the murder?	. مرحى ( سأتصل بك لاحقا ، ( فينش	B-B		Bad translation
B-16706	Well, did you?	حسنا ، هل فعلت ؟	B-B		
B-16707	Well, didn't you find it weird that you made a friend so fast?	ألم ترتاب لكونك صادقت أحدهم بسرعة كبيرة ؟	N-M	ألم ترتابي لكونك صادقت أحدهم بسرعة كبيرة ؟	
B-16708	Well, do you have a picture?	حسنا ، هل لديك صورة ؟	B-B		
B-16709	Well, do you remember... trying to force yourself on her in the parking lot?	حسنا ، أتتذكر . . محاولتك التعدى عليها فى موقف السيارات ؟	B-M	حسنا ، أتتذكرين . . محاولتك التعدى عليها فى موقف السيارات ؟	
B-16710	Well, don't believe everything you hear, Ken.	حسنا ، لا أعتقد كل ما تسمع ، كين .	B-M	حسنا ، لا أعتقد كل ما تسمعين ، كين .	
B-16711	Well, don't lose your bottle again, boss, eh?	حسنا ، لا تفقد زجاجة الخاص مرة أخرى ، ورئيسه ، وإيه ؟	B-M	حسنا ، لا تفقدي زجاجة الخاص مرة أخرى ، ورئيسه ، وإيه ؟	Bad translation
B-16712	Well, esposito, what did you have in mind?	حسنا ، اسبوزيتو ، ماذا لديك في الاعتبار ؟	B-B		
B-16713	Well, everybody else pack your bags, because they're loading up the equipment you're gonna be working with on their plane as we speak.	حسنا ، الجميع آخر حزمة حقائبك ، لأنها يتم تحميل حتى المعدات أنت ستعمل أن تعمل مع على طائرتهم ونحن نتكلم .	B!-M	حسنا ، الجميع آخر حزمة حقائبك ، لأنها يتم تحميل حتى المعدات أنت ستعملين أن تعملي مع على طائرتهم ونحن نتكلم .	Bad translation
B-16714	Well, first of all, your crudo-- flawless.	أولا ، الكوردو الخاص بك بدون عيب	N-B		
B-16715	Well, for a stalker, you're pretty well-informed.	حسنا ، بالنسبه إليك أيها المطارد أنت خبير جدا	B-M	حسنا ، بالنسبه إليك أيتها المطاردة أنت خبيرة جدا	
B-16716	Well, for example-- And this will make you laugh, Mark. --Mr.	على سبيل المثال وسوف يجعلك تضحك ، مارك	N-M	على سبيل المثال وسوف يجعلك تضحكين ، مارك	
B-16717	Well, for that, you're going to need a warrant.	حسنا ، لأجل هذا يجب أن يكون لديك مذكرة	B-B		
B-16718	Well, for you.	حسنا ، لأجلك .	B-B		
B-16719	Well, funny you should mention that. It's your view.	حسنا ، من المضحك أنك تذكرين هذا إنه منظر خاص بك	B-F	حسنا ، من المضحك أنك تذكر هذا إنه منظر خاص بك	
B-16720	Well, get here as quickly as you can.	حسنا ، تعالى هنا بأسرع ما يمكن	B-F	حسنا ، تعال هنا بأسرع ما يمكن	
B-16721	Well, get your money back.	إذا ، أعيدي مالك	N-F	إذا ، أعد مالك	
B-16722	Well, give it some time, you think about it.	حسنا ، أمنحي الأمر بعض الوقت ، وفكري حياله .	B-F	حسنا ، أمنح الأمر بعض الوقت ، وفكر حياله .	
B-16723	Well, give it to your crew. We didn't save nobody's life.	حسنا ، اعطه لزملائك نحن لم ننقذ حياه لا احد	B!-M	حسنا ، اعطيه لزملائك نحن لم ننقذ حياه لا احد	
B-16724	Well, good for you. That's good.	حسنا ، هذا جيد لأجلك ، هذا جيد	B-B		
B-16725	Well, good luck getting the midget porn off your HARD drive.	حسنا ، حظا موفقا في إيجاد المواضيع الإباحية في ذاكرة جهازك	B-B		
B-16726	Well, have you got a horse's head?	- ألديك رأس حصان ؟	N-B		
B-16727	Well, he got his wishes... because no one will ever hurt you again.	حسنا ، حصل رغباته . . . لأن أحدا لن ـ من أي وقت مضى يصب عليك مرة أخرى .	B-B		
B-16728	Well, he knew you.	حسنا ، هو يعرفك .	B-B		
B-16729	Well, he was in the store with you this morning, and he ran out the back... with this.	حسنا ، لقد كان معك في المتجر هذا الصباح ، و هرب من الخلف . . . مع هذا .	B-B		
B-16730	Well, he was looking right at you when he said it.	حسنا ، كان يراك بالشكل الصحيح عندما قالها	B-B		
B-16731	Well, he won't kill you, Joey.	" ( فإنهلنيقتلك " ( جوى .	B-S		فإنهلنيقتلك
B-16732	Well, he's your brother, he loves you.	. . . إنه أخوك ، وهو يحبك لذا	N-B		
B-16733	Well, hello yourself.	مرحبا بك ، أحدهم اشتاق إليك .	B-B		
B-16734	Well, hello. How are you?	مرحبا ، كيف حالك ؟	B-B		
B-16735	Well, hey, can't you check for that?	حسنا ، مهلا ، أيمكنك التحقق من ذلك ؟	B-B		
B-16736	Well, honey, good for you.	حسنا ، عسل ، مفيد لك .	B-B		
B-16737	Well, how are you?	كيف حالك ؟	N-B		
B-16738	Well, how can you talk to her?	كيف يمكنك التكلم معها ؟	N-B		
B-16739	Well, how did they find you?	حسنا ، كيف عثروا عليك ؟	B-B		
B-16740	Well, how do you know all this?	حسنا ، هكذا تعمل أنت إعرف كل هذا ؟		HARD	ambiguous
B-16741	Well, how do you know if he did the right thing after you left?	كيف تأكدت من فعله للصواب بعد رحيلك ؟	B-B		
B-16742	Well, how do you know?	- حسنا ، كيف تعرف هذا ؟	B-M	- حسنا ، كيف تعرفين هذا ؟	
B-16743	Well, how many years you been doin' this now?	حسنا ، كم سنة قضيت وأنت تقوم ب هذا العمل ؟	B-M	حسنا ، كم سنة قضيت وأنت تقومين ب هذا العمل ؟	
B-16744	Well, if Justin comes in, would you give us a call?	حسنا اذا جاء جاستن الى هنا هل يمكنك الاتصال بنا ؟	B!-B		
B-16745	Well, if anyone should know, it should be you.	حسنا إذا أي شخص يجب ان يعرف يجب أن يكون أنت	B-B		
B-16746	Well, if that's true... what a very lucky man you are.	اذا كان هذا صحيحا . . .	N-N		
B-16747	Well, if you and Jack have an agreement, we're gonna have to stick with that.	حسنا . . إذا كانت هناك اتفاقية مع ( جاك ) ، يجب أن نتلزم بها	B!-N		
B-16748	Well, if you believe what you hear in the halls-- Ecklie.	حسنا ، إذا كنت ستصدق ما تسمع بالبهو ( يكليي )	B-M	حسنا ، إذا كنت ستصدقين ما تسمعين بالبهو ( يكليي )	
B-16749	Well, if you call it driving.	نعم ، و لا أعلم إن كانت كلمة قيادة تؤدي الغرض بشكل سليم	B-N		
B-16750	Well, if you choose to focus on the negative...	حسنا ، إذا اخترت التركيز . . . على السلبيات	B-B		
B-16751	Well, if you ever change your mind, you too, Belle, the door's always open, as long as your legs are.	. . إذا غيرت رأيك في أي وقت ( والكلام أيضا لك يا ( بيل فبابي لا يزال مفتوحا طالما كنتما قادرتين على المضاجعة		HARD	Conj
B-16752	Well, if you get your car out of the way, we'll get the traffic moving'.	حسنا ، لو ابعدت سيارتك عن الطريق لسهولة حركة المرور .	B-B		
B-16753	Well, if you hadn't made that remark about her tattoos, we wouldn't be in time out.	حسنا ، إذا لم تعلق على أوشامها ، لما كنا هنا الآن .	B!-M	حسنا ، إذا لم تعلقي على أوشامها ، لما كنا هنا الآن .	
B-16754	Well, if you put it that way.	حسنا ، بما أنك صغتها على هذا النحو	B-B		
B-16755	Well, if you raised it, it'll work on him.	حسنا ، إن شددت على الأمر سيتأثر بذلك	B-B		
B-16756	Well, if you really wanted to sell this ruse,	إذا أرادت أن تدبر الحيلة جيدا . .	N-B		
B-16757	Well, if you run ten of them, yeah.	لو فعلته 10 مرات ، نعم	B-B		
B-16758	Well, if you're gonna send a dog to do your dirty work, it needs bigger teeth.	لو أردت إرسال شخص ما ليقوم بعملك القذر ، يجب أن يملك أسنان كبيرة .	N-B		
B-16759	Well, if you're so worried that somebody's onto you, leave town.	حسنا ، لو كنت قلقا من نجاح البعض فى الوصول إليك ، لما لا تغادر البلدة فحسب ( دايمن ) ؟	B-M	حسنا ، لو كنت قلقة من نجاح البعض فى الوصول إليك ، لما لا تغادرين البلدة فحسب ( دايمن ) ؟	
B-16760	Well, ignorance of the law doesn't relieve you of your legal obligations, sir, such as posting a sexual predator notice with his photo in a high traffic area, say a cafeteria or lobby.	حسنا ، الجهل من القانون لا يعفيك من التزاماتك القانونية ، يا سيدي مثل نشر إعلان لمفترس جنسي مع صورته	B-M	حسنا ، الجهل من القانون لا يعفيك من التزاماتك القانونية ، يا سيدتي مثل نشر إعلان لمفترس جنسي مع صورته	
B-16761	Well, in order for that to happen, you've got to focus.	حسنا ، لأجل أن يحدث ذلك يجب عليك التركيز	B-B		
B-16762	Well, in that case, you were Ultra Hulk.	حسنا ، في تلك الحالة أنت أحمق جدا .	B-M	حسنا ، في تلك الحالة أنت حمقاء جدا .	
B-16763	Well, in... in your case, is that wise?	- حسنا . . . في حالتك ، هل ذلك حكيم ؟	B-B		
B-16764	Well, it changes you.	حسن ، تغيرك .	B-B		
B-16765	Well, it is bad, because that rich person is dead, and you get all the money.	إنه سيئ لأن ذلك الشخص الثري ميت وتحصل أنت على كل الأموال .	N-M	إنه سيئ لأن ذلك الشخص الثري ميت وتحصلين أنت على كل الأموال .	
B-16766	Well, it tells you how your spirit comes out from your body after you die	إنه يخبرك كيف تخرج روحك من جسدك بعد أن تموت .	N-M	إنه يخبرك كيف تخرج روحك من جسدك بعد أن تموتي .	
B-16767	Well, it was a pleasure to meet you.	حسنا ، كان لنا الشرف بمقابلتك	B!-B		
B-16768	Well, it was nice to meet you.	حسنا ، إنه لمن اللطف مقابلتك	B-B		
B-16769	Well, it was really nice to see you.	حسنا ، كان لطيفا حقا أن أراك مرة أخرى .	B-B		
B-16770	Well, it's a pleasure to see you, too, Camille.	حسن ، أنا أيضا تسرني رؤيتك يا ( كاميل ) .	B-B		
B-16771	Well, it's a vintage bracelet. It couldn't have cost you much.	حسنا ، إنه سوار كلاسيكي ، من المؤكد أنه لم يسكلف الكثير	B-S		يسكلف
B-16772	Well, it's about time you joined the club.	الأمر كان متعلق بالوقت الذي انضممت فيه للملعب	N-B		
B-16773	Well, it's just that Brett Langley seemed intent on finding your child.	كل ما في الأمر أن ( بريت لانغلي ) بدا عازما على إيجاد طفلك	N-B		
B-16774	Well, it's nice that you two are so attractive and clean.	من الجيد انه انتم فأنتما جذابان وجميلان		HARD	انتم فأنتما
B-16775	Well, it's okay, you can stay here.	حسنا ، لا بأس يمكنك أن تبقى هنا	B-M	حسنا ، لا بأس يمكنك أن تبقي هنا	
B-16776	Well, it's quite a surprise. There you are.	إنها مفاجأة	N-N		
B-16777	Well, it's something you do when someone dies.	حسنا ، هذا شئ نفعله عندما يموت أحدهم	B!-N		
B-16778	Well, it's your business. It's your debt.	إنها تجارتك ، والدين دينك	N-B		
B-16779	Well, it's your lucky day.	حسنا ، إنه يوم حظك	B-B		
B-16780	Well, just hang on a minute, will you, Larry?	حسنا ، أنتظر لدقيقة ، حيث انت ، ( لاري ) ؟	B-M	حسنا ، أنتظري لدقيقة ، حيث انت ، ( لاري ) ؟	
B-16781	Well, just... just to give you a little bit of our philosophy here...	حسنا ، فقط . . فقط سوف اعطيك القليل حول فلسفتنا هنا .		HARD	اعطيك / فلسفتنا
B-16782	Well, let's be honest, you're a sociopath, is what you are.	حسنا ، لنكن صريحين أنت مختل إجتماعيا هذا ما أنت عليه	M!-M	حسنا ، لنكن صريحات أنت مختل إجتماعيا هذا ما أنت عليه	
B-16783	Well, let's continue to talk about you, Nolan.	" دعنا نواصل الحديث عنك ، " نولان	B!-M	" دعينا نواصل الحديث عنك ، " نولان	
B-16784	Well, let's get started. You wanna be on the right or the left?	لنبدأ ، أتريد أن تكون على اليمين أم اليسار ؟	B!-M	لنبدأ ، أتريدين أن تكوني على اليمين أم اليسار ؟	
B-16785	Well, like you said, Boorman turned against Erickson, so now, hopefully, they'll turn against each other.	كما قلت ، انقلب ( بورمان ) ضد ( إريكسن ) . نأمل الآن أن ينقلبا ضد بعضهما .	B!-B		
B-16786	Well, like you said, back in the day, we weren't scared to go anyplace we needed to go.	حسنا ، مثلما قلت من قبل نحن لم نخشى الذهاب إلى أي مكان أردنا الذهاب إليه	B!-B		
B-16787	Well, like you said, she did work that case.	بقاتل غيغ هاربر حسنا . . كما قلتي	B-F	بقاتل غيغ هاربر حسنا . . كما قلت	قلتي
B-16788	Well, look at you, look at you.	أنظرو اليها أنظرو اليها	B-S		أنظرو
B-16789	Well, look at you.	- انظر إلى نفسك . . .	N-M	- انظري إلى نفسك . . .	
B-16790	Well, look at you.	أنظر لنفسك	N-M	أنظري لنفسك	
B-16791	Well, look, Kate, it's gonna get HARDer and HARDer for you to get oxygen into your lungs.	حسن ، انظري ( كايت ) ، ستكون مهمة إدخال الأكسجين إلى رئتيك أصعب	B-F	حسن ، انظر ( كايت ) ، ستكون مهمة إدخال الأكسجين إلى رئتيك أصعب	
B-16792	Well, looks like Gabriel was giving you a run for your money.	حسنا ، يبدو أن ( غابرييل ) قد أعطاك دفعة لتحصلي على نقود وفيرة	B-F	حسنا ، يبدو أن ( غابرييل ) قد أعطاك دفعة لتحصل على نقود وفيرة	
B-16793	Well, lovely to see you, but we have got to run.	حسنا ، من الجيد أنني رأيتك ولكن يجب ان نذهب .		HARD	أنني / نذهب
B-16794	Well, maybe if you give it a chance...	حسنا ، ربما إن منحتها فرصة . . .	B-B		
B-16795	Well, maybe some time apart will do you good.	حسنا ربما بعض الابتعاد سوف يفيدكما	B-B!		
B-16796	Well, maybe something happens to you on the way to work.	ربما تواجهك أحداث في طريقك إلى العمل	N-B		
B-16797	Well, maybe you could find it through his uncle's name.	حسنا ربما يمكنكم ايجادها من خلال اسم عمه	B-M!	حسنا ربما يمكنكن ايجادها من خلال اسم عمه	
B-16798	Well, maybe you don't need to be kissing her.	أجل ، ربما لا تحتاج أن تقبلها	B-M	أجل ، ربما لا تحتاجين أن تقبليها	
B-16799	Well, maybe you don't.	ربما لن تخبريه .	N-F	ربما لن تخبره .	
B-16800	Well, maybe you invite her back, seize the day, reach out to her.	ربما انتي ادعيها لترجع اغتنمي اليوم ، تواصلي معها	N-F	ربما انت ادعيها لترجع اغتنم اليوم ، تواصل معها	
B-16801	Well, maybe you prefer this.	ربما ، تفضل هذا	N-M	ربما ، تفضلين هذا	
B-16802	Well, maybe you should have thought about that before you stuffed the savior of man inside your jacket, Ed.	حسن ، كان من الأولى أن تفكر في هذا قبل أن تقوم بدس منقذ البشرية . ( تحت معطفك يا ( إيد	B-M	حسن ، كان من الأولى أن تفكري في هذا قبل أن تقومي بدس منقذ البشرية . ( تحت معطفك يا ( إيد	Bad transaltion
B-16803	Well, maybe you're just going back to the person you were before the trip.	حسنا ، ربما أنك تعودين إلى ماكنتي عليه قبل تلك الرحلة	B-F	حسنا ، ربما أنك تعود إلى ماكنت عليه قبل تلك الرحلة	ماكنتي
B-16804	Well, maybe, you shouldn't have jumped in the sack with him so quickly.	ربما لم يكن عليك مضاجعته بهذه السرعة .	N-B		
B-16805	Well, not always, you have a tendency to say the exact wrong thing at the worst possible moment.	حسنا ، ليس دائما لديكي ميل إلى قول الشيء الخطأ المحدد في أسوأ لحظة ممكنة	B-F	حسنا ، ليس دائما لديك ميل إلى قول الشيء الخطأ المحدد في أسوأ لحظة ممكنة	لديكي
B-16806	Well, now that you got the Genie under control-	الأن بعد ان تمكنت من وضع الجنية تحت سيطرتك	N-B		
B-16807	Well, now that you mention it, he could have been a Yank. - Oh, yeah?	حسبما أتذكر لهجته كانت هكذا	B-N		
B-16808	Well, now we know why you might never get an expert witness gig.	حسن ، الآن نعرف ما يجعلك غير قادر على الغدو ، شاهدا متخصصا أيها المزعج .	B!-M	حسن ، الآن نعرف ما يجعلك غير قادرة على الغدو ، شاهدة متخصصة أيتها المزعجة .	
B-16809	Well, now you have a plan. Mm-hmm. Hey, are you all right?	حسنا الآن لديك خطه هل ناتي بخير	B-B		
B-16810	Well, now you know she's safe and well.	حسنا ، الآن عرفت بأنها آمنة وجيدة	B-B		
B-16811	Well, now you know.	حسنا ، الآن تعرفون	B-M!	حسنا ، الآن تعرفن	
B-16812	Well, now, do you have any idea what he wanted to say?	حسنا ، الآن ، هل لديك أي فكرة ما أراد أن يقول ؟	B-B		
B-16813	Well, now, how long would you say Mr. Kennedy...	منذ متى والسيد ( كينيدى )	N-N		
B-16814	Well, now, look, lad, you-you must be extremely fatigued after your extraordinary exertions.	حسن ، أنظر ، لابد أنك منهك بعد جهودك الإستثنائية تلك	B-M	حسن ، أنظري ، لابد أنك منهكة بعد جهودك الإستثنائية تلك	Bad transaltion
B-16815	Well, one of you, at least.	حسنا ، أحدكما على الأقل	B-B!		
B-16816	Well, partner, what do you say we go and see our first client?	ياشريكي مارايك ان نذهب ونقابل عميلنا الأول ؟		HARD	ياشريكي / نذهب
B-16817	Well, raise your hand. See what they want.	حسنا ، ارفعي يديك لتري ماذا يردون	B-F	حسنا ، ارفع يديك لترى ماذا يردون	Bad translation
B-16818	Well, screw you.	عليك اللعنه	N-B		
B-16819	Well, see you don't, then.	حسنا ، لا تفعل إذن	B-M	حسنا ، لا تفعلي إذن	
B-16820	Well, since when is that your job?	منذ متى هذا هو عملك ؟	N-B		
B-16821	Well, since you brought it up,	حسنا ، بما أنك تطرقت لذلك دعنا نجمع النقاط	B!-M	حسنا ، بما أنك تطرقت لذلك دعينا نجمع النقاط	
B-16822	Well, sir, you kept the city safe.	لقد حافظت على أمن المدينة يا سيدي	B-M	لقد حافظت على أمن المدينة يا سيدتي	
B-16823	Well, sir, you seem to have a wonderful party going here.	حسن سيدي . يبدو أنك تقيم حفلا رائعا هنا	B-M	حسن سيدتي . يبدو أنك تقيمين حفلا رائعا هنا	Bad transaltion
B-16824	Well, surely you don't condemn the Chief Engineer of the Union Pacific for performing his duty and punishing the murderer of his Chief of Police.	حسنا ، بالتأكيد أنت لا تدينين كبير المهندسين . من ، " يونين باسيفك " ، لأداء واجبه . ومعاقبة قاتل قائد الشرطة لديه .	B-F	حسنا ، بالتأكيد أنت لا تدين كبير المهندسين . من ، " يونين باسيفك " ، لأداء واجبه . ومعاقبة قاتل قائد الشرطة لديه .	
B-16825	Well, tell you what.	دعني اخبرك . .	B-M	دعيني اخبرك . .	
B-16826	Well, tell you what. This afternoon...	. . أسمعي ، بهذا العصر	N-F	. . أسمع ، بهذا العصر	
B-16827	Well, thank Glaux Allomere rescued you.	لنحمد الله أن ( الومير ) أنقذك	B!-B		
B-16828	Well, thank goodness you were!	- الحمد لله أنك كنت هناك !	N-B		
B-16829	Well, thank you for coming out tonight, Mr. Queen. It's a very gracious gesture.	شكرا على مجيئك الليلة يا سيد ( كوين ) ، هذه بادرة كريمة جدا .	B-M	شكرا على مجيئك الليلة يا سيدة ( كوين ) ، هذه بادرة كريمة جدا .	
B-16830	Well, thank you for this, the 411.	حسنا شكرا لهذا	B-N		
B-16831	Well, thank you for...	حسنا ، شكرالك . .	B-S		شكرالك
B-16832	Well, thank you, O'Hara.	- شكرا لك يا ( أوهارا ) .	B-B		
B-16833	Well, thank you, Tess, for that lecture on appropriate parenting.	حسنا ، شكرا لكي ، تيس ، لتعلميني عن ماهو ؟ ئق في امور التربية	B-S		ئق >>> لائق
B-16834	Well, thank you, little lady.	حسنا ، شكرا لك ، سيدة قليلا .	B-F	حسنا ، شكرا لك ، سيد قليلا .	
B-16835	Well, that explains why William wants you dead.	. حسنا ، لهذا " ويليام " يريد قتلك	B-B		
B-16836	Well, that makes your daddy very proud.	حسنا ، هذا سيجعل والدك فخور جدا بك	B-B		
B-16837	Well, that means your ballet finishes at exactly the same time.	حسنا ، هذا يعني أن درس الباليه سينتهي في ذات الوقت تماما	B-N		
B-16838	Well, that ought to tell you something, sweet cakes.	حسنا ، ذلك يجب أن يفهمك شيئا ، أيتها الكعكة اللذيذة		HARD	
B-16839	Well, that too, because they took away your hair gel.	حسنا ، ذلك ايضا لانهم نزعوا عنك مثبت الشعر	B-B		
B-16840	Well, that wasn't a complete Dumpster fire, but now that we're finished, you can see yourself out.	حسنا ، لم يكن هذا إحتراق قمامة كليا لكن الآن بما أننا إنتهينا ، يمكنك المغادرة	B!-B		
B-16841	Well, that's because you've only known Lydia the mom.	لأنك تعرفي ( ليديا ) الأم فحسب	N-F	لأنك تعرف ( ليديا ) الأم فحسب	
B-16842	Well, that's impossible. They must be confusing you with Emilio Lake.	حسنا ، هذا مستحيل انا اختلط على الأمر واعتقدت انة اميليو لاك	B-N		
B-16843	Well, that's very evolved of you.	حسنا ذلك متطور جدا منك	B-B		
B-16844	Well, that's very kind of you to say, Mr. Givens.	لطف منك كبير قول ذلك سيد " قيفنز "	N-M	لطف منك كبير قول ذلك سيدة " قيفنز "	
B-16845	Well, that's why you guys go for the chocolates and the flowers.	حسنا ، لهذا السبب تذهبون يا رجال إلى متاجر الشوكولاتة والزهور	B-M!	حسنا ، لهذا السبب تذهبن يا نساء إلى متاجر الشوكولاتة والزهور	
B-16846	Well, the fact that you chose her...	حسنا . حقيقة انك أخترتها	B-B		
B-16847	Well, the guy you just met.	هذا الفتى الذي إلتقيته للتو .	N-B		
B-16848	Well, the sad fact is that she's been dead to you for 25 years.	الحقيقة الحزينة هي كانت ميتة لمدة 25 عاما	N-N		
B-16849	Well, the way you're playing tonight.	طريقة لعبك الليلة	N-B		
B-16850	Well, then it's all on your shoulders.	حسنا ، ثم كل شيء على كتفيك .	B-B		
B-16851	Well, then perhaps you should stop making promises you can't keep.	ربما عليك الكف عن قطع وعود لا تستطيعين الإيفاء بها .	N-F	ربما عليك الكف عن قطع وعود لا تستطيع الإيفاء بها .	
B-16852	Well, then you got to be strong for them.	حسنا ، ينبغي عليك إذن أن تكون قويا من أجلهم	B-M	حسنا ، ينبغي عليك إذن أن تكوني قوية من أجلهم	
B-16853	Well, then you know...	. . . حسنا ، أحسنت	B-B		
B-16854	Well, then you really have nothing to worry about, do you?	حسنا ، بالتالى فليس لديك شئ تقلق حياله أليس كذلك ؟	B-M	حسنا ، بالتالى فليس لديك شئ تقلقين حياله أليس كذلك ؟	
B-16855	Well, then you stay here.	إذا إبقي هنا	N-F	إذا ابق هنا	
B-16856	Well, then you've nothing to lose.	إذن فليس هناك ما تخسره	N-M	إذن فليس هناك ما تخسرينه	
B-16857	Well, then, let's hope you solve your little problem, Greg.	حسنا ، إذن ، دعونا نأمل أن تحل مشكلتك قليلا ، جريج .		HARD	دعونا - مشكلتك
B-16858	Well, then, maybe you need to look at yourself.	حسنا ، إذا ، ربما تحتاج إلى التأمل في ذاتك	B-M	حسنا ، إذا ، ربما تحتاجين إلى التأمل في ذاتك	
B-16859	Well, there are a lot of instances in this diary of your girls being treated in a way they didn't like.	هناك الكثير من الحالات في هذه المفكرة لفتياتك يعاملن بطريقة لم يكن يردنها	N-B		
B-16860	Well, there is nothing to be lost if we proceed as you advise.	حسنا ، لن نخسر شيئا إذا تحركنا كما أوضحت	B!-B		
B-16861	Well, there you go.	.	B-S		No Arabic sentence
B-16862	Well, there you go.	جيدا ، هيا .	N-N		
B-16863	Well, there you have it.	حسنا ، لقد رأيت الامر	B-B		
B-16864	Well, there's a big difference between changing your outlook... and changing your life, Sean.	حسنا ، هناك إختلاف كبير بين تغيير وجهة نظرك . . . ويغير حياتك ، شون .	B-B		
B-16865	Well, there's an empty offer. You can't cook.	حسنا ، هذا رض فارغ لا يمكنك أن تطهو	B-S		رض >>> عرض
B-16866	Well, there's one thing you can do.	- حسنا ، هناك شيء واحد يمكنك القيام به .	B-B		
B-16867	Well, there, you said it again.	قلت ماذا ؟ عيدالصفعات	N-B		
B-16868	Well, they are clubbing you like a baby seal. It's time that you got out in front of this.	إنهم ينتقدونك وأنك حيوان مكسور ضعيف	N-M	إنهم ينتقدونك وأنك حيوانة مكسورة ضعيفة	
B-16869	Well, they might work just like regular brains but without you having to...	قد تعمل بنفس طريقة الأدمغة الاعتيادية لكن دون أن تجعلك . . .	N-B		
B-16870	Well, they're using your old schoolhouse as a magazine.	حسنا ، إنهم يستخدمون مبنى مدرستك القديمة كمخزن للذخيرة	B-B		
B-16871	Well, this is what you sound like.	هذا هو ما تبدو أنت عليه	N-M	هذا هو ما تبدين أنت عليه	
B-16872	Well, this one's 9-1-6 "Call Turk." Now all you gotta do is call Turk.	حسنا هذا الرقم 916 - كلم تورك حسنا فكل مايجب عليك فعله هو تكلمني	B-M	حسنا هذا الرقم 916 - كلمي تورك حسنا فكل مايجب عليك فعله هو تكلمينني	
B-16873	Well, this was your idea.	حسناهذه كانت فكرتك	B-S		حسناهذه
B-16874	Well, this way you'll get the three grand quicker.	- بهذه الطريقة ستحصل على مالك بشكل أسرع	N-M	- بهذه الطريقة ستحصلين على مالك بشكل أسرع	
