SentenceID	English	Arabic	SentenceType	Switch Translation	Comment
C-4509	Hey. You seem cranky. You want to use my dustbuster?	أنت ، تبدين متوترة قليلا ، أتودي أن تستعملي مبعدة الغبار خاصتي ؟	B-F	أنت ، تبدو متوترا قليلا ، أتود أن تستعمل مبعدة الغبار خاصتي ؟	
C-4510	Hey. You wanted to see me?	هل أردت رؤيتي ؟	B-B		
C-4511	Hey. You're coming with me, okay?	أنت تأتين معي ، مفهوم ؟	B-F	أنت تأتي معي ، مفهوم ؟	
C-4512	Hey... you listen to me.	. اصغي لي	B-F	. اصغ لي	
C-4513	Hi - Frankie, hi. I cleaned your clothes.	مرحبا يا ( فرانك ) ، لقد نظفت لك ملابسك	B-B		
C-4514	Hi! I'm Jane. It's nice to meet you.	" أهلا بك ، أنا " جين سعدت بلقائك	B-B		
C-4515	Hi, Mary. I'm Pat Golding, but you can call me Pat if you like.	مرحبا ، أنا " بات غولدينغ " ، بوسعك مناداتي " بات "	B-B		
C-4516	Hi, Vinny. Oh, I'm glad I can call you Vinny.	مرحبا ، يا ( فيني ) أنا مسرور لمناداتك ب ( فيني )	M-B	مرحبا ، يا ( فيني ) أنا مسرورة لمناداتك ب ( فيني )	
C-4517	Hi, can you hear me? Hi.	هل يمكنك سماعى ؟	B-B		
C-4518	Hi, this is Lucy. Leave a message and I'll get back to you.	هذه لوسي اترك رسالة بعد الصافرة	N-M	هذه لوسي اتركي رسالة بعد الصافرة	
C-4519	Hi. I'm Cindy Campbell, your new neighbor.	مرحبا ، أنا سيندى كامبل ، جارتك الجديده	F-B	مرحبا ، أنا سيندى كامبل ، جارك الجديد	
C-4520	Hi. Sorry, excuse me, I know you need a statement from me, but do I need to stay here or can I do it over the phone?	مرحبا ، أرجو المعذرة أعرف أنك تريدين إفادتي	B-F	مرحبا ، أرجو المعذرة أعرف أنك تريد إفادتي	
C-4521	Hilarious... I'm just gonna jump in beside you.	مضحك جدا سأستلقي بجانبك و	B-B		
C-4522	Hilary, honey, I'm really proud of you.	هيلاري عزيزتي ، أنا حقا فخور بك	M-F	هيلاري عزيزتي ، أنا حقا فخورة بك	
C-4523	Him, Ned Stark, the King-- the whole bloody lot of them, until you and I are the only people left in this world.	هو ، نيد ستارك ، الملك ، كل الكثير منهم حتى انا وأنت الناس الوحديدن الباقين في هذا العالم	B-B		
C-4524	His Majesty has indicated to me he would like to pay court to your sister from time to time, although to avoid any scandal attaching itself to your sister's name only in the presence of a member or members of your family.	أشار إلي فخامته يود بأن يتودد لإختك ، من وقت لوقت بالرغم من تجنب أي فضيحه ربط نفسه بإسم أختك	N-B		
C-4525	Hm. - I'll bet they copied you, though. - Hm.	لكنهم لم ينسخوا لي ملف الجريمة أراهن أنهم نسخوه لكن	B-N		
C-4526	Hmm. I got you something.	أحضرت لك شيئا .	B-B		
C-4527	Hmm. Lily, I'm so sorry you've been, uh,	ليلي ) ، أسف جدا أنك )	M-B	ليلي ) ، أسفة جدا أنك )	
C-4528	Hmm? I'll tell you why.	سأخبرك بالسبب	B-B		
C-4529	Hodgins gets to be a hero, you get reduced hours, and I get-	و ( هودجينز ) سيصبح بطلا و ساعات عملك ستقل	N-B		
C-4530	Hold on to that for me, will you?	امسك هذه لي رجاءا	B-M	امسكي هذه لي رجاءا	
C-4531	Hold on, Chuck. I'm going to get you out of there.	إصمد ( تشاك ) سأخرجك من هنا	B-M	إصمدي ( تشاك ) سأخرجك من هنا	
C-4532	Hold on, let me call you right back.	إنتظر قليلا ، سوف أتصل بك لاحقا	B-M	إنتظري قليلا ، سوف أتصل بك لاحقا	
C-4533	Hold your fire! Hold your fire! I think that man is a friendly!	أوقف النار ، أوقف النار أعتقد ان هذا الرجل معنا		HARD	
C-4534	Hold your horses. Oh, my God, guys!	يا للهول يا جماعة منظره رائع		HARD	
C-4535	Hollis is connected to me,and now,jack,Now i am connected to you.	( و ( هولي ) يربطني به ، والآن انا مرتبط بك يا ( جاك	M-B	( و ( هولي ) يربطني به ، والآن انا مرتبطة بك يا ( جاك	
C-4536	Holly, I gotta thank you.	هولي علي أن أشكرك	B-B		
C-4537	Holly, I want you to meet--	هولي اريدك ان تقابلي	B-F	هولي اريدك ان تقابل	
C-4538	Holmes, you astound me.	هولمز ، تدهشني .	B-M	هولمز ، تدهشينني .	
C-4539	Homer, I bought you the damn chair.	( هومر ) ، اشتريت لك الكرسي اللعين .	B-B		
C-4540	Homer, I'd be lying if I said... that this is how I pictured my wedding day... but you are how I pictured my husband.	( هومر ) ، سأكون كاذبة إن قلت إن هذا هو الزفاف الذي توقعته لنفسي . ولكن أنت الزوج الذي توقعته لنفسي .	F-M	( هومر ) ، سأكون كاذبا إن قلت إن هذا هو الزفاف الذي توقعته لنفسي . ولكن أنت الزوج الذي توقعته لنفسي .	
C-4541	Homer, if I hadn't come to this motel with you,	هومر لو لم اتي لهذا المكان معك	B-B		
C-4542	Honestly, I'm surprised your hourly pee breaks aren't just steam.	بصراحة ، متفاجئ أن بولك لا يخرج بشكل بخار	M-B	بصراحة ، متفاجئة أن بولك لا يخرج بشكل بخار	
C-4543	Honestly, dog, I would've came after you too.	. . . بكل صدق لكنت تحديتك أنا أيضا	B-B		
C-4544	Honestly, you're the only person here who can always cheer me up.	صراحتا ، أنت الشخص الوحيد هنا بإمكانه إسعادي .	B-S		صراحتا
C-4545	Honey, I am excited for you, but you know me.	عزيزتي أنا متحمسه لك لكنك تعرفينني	F-F	عزيزتي أنا متحمس لك لكنك تعرفينني	
C-4546	Honey, I can't hear you.	لا أستطيع سماعك يا حبيبى	B-M	لا أستطيع سماعك يا حبيبتى	
C-4547	Honey, I got a red snapper that talks to you.	ياعزيزي أنت تتحدث مع النهاش الأحمر	B-M	يا عزيزتي أنت تتحدثين مع النهاش الأحمر	ياعزيزي
C-4548	Honey, I've got your train over here.	حبيبي لدي قطارك هنا	B-M	حبيبتي لدي قطارك هنا	
C-4549	Honey, can you hear me?	عزيزتي ، أيمكنك سماعي ؟ )	B-F	عزيزي ، أيمكنك سماعي ؟ )	
C-4550	Honey, mom has to do something to open the book. And I don't want you to be afraid, but my face has to change a little.	حبيبتي ، أمك يجب أن تفعل شيئا لفتح الكتاب و لا أريد منك أن تكوني خائفة	B-F	حبيبي ، أمك يجب أن تفعل شيئا لفتح الكتاب و لا أريد منك أن تكون خائفة	
C-4551	Honey, wait, wait. Honey, wait. You don't like my bar stools?	مهلا ، مهلا يا عزيزتي ، ألا تعجبك الكراسي خاصتي ؟	B-F	مهلا ، مهلا يا عزيزي ، ألا تعجبك الكراسي خاصتي ؟	
C-4552	Honey, you know I'm not gonna be around here forever, and you might wanna start thinking about some other guy you wanna have breakfast with.	عزيزتي ، انت تعلمين أنني لن أبقى هنا للأبد ، و ربما تودين أن تبدأي بالتفكير برجل أخر تريدين أن تتناولي الفطور معه .	B-F	عزيزي ، انت تعلم أنني لن أبقى هنا للأبد ، و ربما تود أن تبدأ بالتفكير برجل أخر تريد أن تتناول الفطور معه .	تبدأي
C-4553	Honey, you should be proud of me.	عزيزي ، يجب أن تكون فخورا بي .	B-M	عزيزتي ، يجب أن تكوني فخورة بي .	
C-4554	Honey, you told me you spoke to all the groomsmen.	عزيزي ، لقد اخبرتي بأنك تحدثت معهم جميعا		HARD	عزيزي - اخبرتي
C-4555	Hope my protection didn't cost too much of your husband's money.	آمل ان رعايتي لم تكلف كثيرا من مال زوجك	B-B		
C-4556	Hope you don't mind me inviting Gabby.	( اتمنى ألا تمانعي بأني دعوت ( جابي	B-F	( اتمنى ألا تمانع بأني دعوت ( جابي	
C-4557	Hopefully you're not too far behind in the curriculum but I'll get to you.	نأمل كنت ليس بعيدا جدا خلف في المنهج ولكن سأحضر لك .		HARD	
C-4558	Horatio... if I need to get my kids out of town, you'll tell me, right ?	هوراشيو . . . إذا أحتاج لإخراج أطفالي بلدة ، أنت ستخبرني ، حق ؟	B-M	هوراشيو . . . إذا أحتاج لإخراج أطفالي بلدة ، أنت ستخبرينني ، حق ؟	Bad translation
C-4559	House... has told me all about you.	أخبرني ( هاوس ) بكل شيء عنكما	B-B!		
C-4560	How about I create a nice, safe space foryou to get in touch with your feelings...	ما رأيك أن أخلق جوا لطيفا وآمنا لك حتى تتمكني من التواصل مع أحاسيسك	B-F	ما رأيك أن أخلق جوا لطيفا وآمنا لك حتى تتمكن من التواصل مع أحاسيسك	
C-4561	How about I give you a hand?	- ما رأيك بأن أساعدك ؟	B-B		
C-4562	How about I give you the same deal I gave Frankie Avalon?	ما رأيك في أن أعقد معك نفس الصفقة التي عقدتها مع ( فرانكي افالون ) ؟	B-B		
C-4563	How about I help you take that.	أستطيع مساعدتك لو أستطيع مساعدتك في خلع ذلك	B-B		
C-4564	How about I just come down to your office tomorrow?	لماذا لا أحضر مكتبك غدا ؟	B-B		
C-4565	How about I take you out for a night on the town?	ماذا عن أخرج معك لليلة في المدينة ؟	B-B		Bad translation
C-4566	How about a glass front door so I can wave good-bye to you?	ماذا عن باب زجاجي حتى أودعك أنت ؟	B-B		
C-4567	How about a left-hander? From what Charlie tells me, your nephew.	ماذا عن صاحب اليد اليسرى الذي أخبرني ( تشارلي ) أنه ابن أخيك ؟	B-B		
C-4568	How about if I shove you right through here, huh?	ما عن أدخلك من هنا ؟	B-B		Bad translation
C-4569	How about this, I'll take you there?	انا سوف اوصلك الى هناك	B-B		
C-4570	How about this. How about you call me never.	مارأيك بأن لا تتصلي بي بعد الآن ؟	B-F	مارأيك بأن لا تتصل بي بعد الآن ؟	مارأيك
C-4571	How about this... you just figure out how to pay me what you owe me by tomorrow at noon.	- ما رأيك بالتالي ؟ جد طريقة لتدفع ما تدينه لي غدا ظهرا	B-M	- ما رأيك بالتالي ؟ جدي طريقة لتدفعي ما تدينينه لي غدا ظهرا	
C-4572	How about we do that move you taught me last weekend?	مارأيك أن نفعل تلك الحركة التي علمتها لي الأسبوع الماضي		HARD	مارأيك
C-4573	How about you give me your card and I'll call you?	ماذا أن أنت أعطيتني كارت وأتصل بك انا ؟	B-B		
C-4574	How about you rewrite the script that I loathe?	ماذا عن اعادتك لكتابة السيناريو الذى اكره ؟	B-B		
C-4575	How am I supposed to trust you?	. و آني لي أن أثق بك ؟	B-B		
C-4576	How am I to sleep with you running around God knows where every evening?	كيف أخلد للنوم وأنت تتملص كل مساء إلى حيث لا يعلم أين سوى الله ؟	B-M	كيف أخلد للنوم وأنت تتملصين كل مساء إلى حيث لا يعلم أين سوى الله ؟	
C-4577	How are you gonna feed me, defend me... take care of me?	كيف سوف تقوم باطعامي الدفاع عني . . . و الاعتناء بي ؟	B-M	كيف سوف تقومين باطعامي الدفاع عني . . . و الاعتناء بي ؟	
C-4578	How are you? Um, Ryan, I need your help.	( رايان ) ، أحتاج مساعدة منك	B-B		
C-4579	How can I charge you anything?	كيف لى ان احاسبك باى شئ ؟	B-B		
C-4580	How can I consider you my enemy?	لماذا أعتبرك عدوي ؟	B-M	لماذا أعتبرك عدوتي ؟	
C-4581	How can I ever thank you for all they mean to me?	كيف لم أشكرك من قبل عليهم	B-B		
C-4582	How can I thank you?	كيف أنا شكرا لكم ؟	B-M!	كيف أنا شكرا لكن ؟	
C-4583	How can I trust you?	كيف أستطيع الوثوق بك ؟	B-B		
C-4584	How can you even ask me that?	كيف لك ان تسألينني ذلك حتى	B-F	كيف لك ان تسألني ذلك حتى	
C-4585	How can you ever forgive me?	هل ستسامحوني ؟	B-M!	هل ستسامحنني ؟	
C-4586	How can you expect me to turn away from the truest thing I've ever known?	كيف تتوقعين أني سأتخلى عن أصدق شيء عرفته في حياتي ؟	B-F	كيف تتوقع أني سأتخلى عن أصدق شيء عرفته في حياتي ؟	
C-4587	How can you prove you're not here to catch me in a switch?	كيف تثبت أنك لست هنا للإيقاع بي ؟	B-M	كيف تثبتين أنك لست هنا للإيقاع بي ؟	
C-4588	How can you talk to me like that?	كيف يمكنك التحدث معي هكذا ؟	B-B		
C-4589	How come every time I have a problem, you have work for me?	لا أفهم ، في كل مرة أواجه مشكلة يكون هناك عمل لأنجزه	B-N		
C-4590	How come you can, and I can't?	- ولم أنت مسموح لك بذلك ؟	B-B		
C-4591	How come you didn't tell me your name was Mildred?	- كيف لم تخبريني بأن اسمك هو ( ميلدريد ) ؟	B-F	- كيف لم تخبرني بأن اسمك هو ( ميلدريد ) ؟	
C-4592	How come you haven't given me a code name?	كيف جئت لم أعطاني الاسم الرمزي ؟	B-B		Bad translation
C-4593	How come you know so much about me?	كيف تعرف كل هذه الأمور عني ؟	B-M	كيف تعرفين كل هذه الأمور عني ؟	
C-4594	How come you never called me?	- لماذا لم تتصل بي ؟	B-M	- لماذا لم تتصلي بي ؟	
C-4595	How come you never make this for me?	لماذا لم تفعلين هذا لي أبدا ؟	B-F	لماذا لم تفعل هذا لي أبدا ؟	
C-4596	How could I ever trust you?	كيف يمكنني أن أثق بعد على الإطلاق ؟	B-N		
C-4597	How could I know it was you?	أنى لي أن أعرف أنه أنت ؟	B-B		
C-4598	How could I lose you?	كيف أفرط بكي ؟	B-F	كيف أفرط بك ؟	بكي
C-4599	How could you ask me that?	كيف تسأليني هذا السؤال ؟	B-F	كيف تسألني هذا السؤال ؟	
C-4600	How could you deceive me so?	كيف أمكنك خداعي هكذا ؟	B-B		
C-4601	How could you do that to me?	كيف تفعل هذا بي ؟	B-M	كيف تفعلين هذا بي ؟	
C-4602	How could you do that without my knowledge?	كيف فعلت هذا من دون علمي ؟	B-B		
C-4603	How could you do that? I was testing him.	الكرة	N-N		Bad translation
C-4604	How could you even know I'd be there at the right time?	- كيف عرفت أني سأكون هناك في الوقت المناسب ؟	B-B		
C-4605	How could you not believe me about my mom?	كيف لا تصدقينني بخصوص والدتي ؟ !	B-F	كيف لا تصدقني بخصوص والدتي ؟ !	
C-4606	How could you send me to another?	كيف بأمكانك ان ترسليني لاخرى ؟	B-F	كيف بأمكانك ان ترسلني لاخرى ؟	
C-4607	How could you, after all I've done for you...	كيف فعلت ذلك بعد كل ما فعلته من أجلك	B-B		
C-4608	How d'you know I learned to write?	كيف عرفت بأنه بإمكاني أن أكتب ؟	B-B		
C-4609	How dare you accuse my wife of such a thing?	أتجروء أن تتهم زوجتى بهذا الشىء ؟	B-S		أتجروء
C-4610	How dare you invite a strange man into my home.	كيف تجرؤ على دعوة غريب الى منزلي	B-M	كيف تجرؤين على دعوة غريب الى منزلي	
C-4611	How dare you show your face before me?	كيف تجرؤ على المثول أمامى ؟	B-M	كيف تجرؤين على المثول أمامى ؟	
C-4612	How dare you talk to me like that?	كيف تجرؤ على التحدث معي من هذا القبيل ؟	B-M	كيف تجرؤين على التحدث معي من هذا القبيل ؟	
C-4613	How did you do that ? It was somethin' I learned from my dad.	. شيء تعلمته من والدي	B-N		
C-4614	How did you find me?	كيف ودتني ؟	B-S		ودتني
C-4615	How did you get ahold of my sculpture?	كيف حصلت على تمثال النحت ؟	B-B		
C-4616	How did you get here? - Well, I can't...	كيف وصلت إلي هنا ؟	B-B		
C-4617	How did you know I had something in my hand?	كيف أعرف أنني أعاني شيء في يده ؟	B-N		Bad translation
C-4618	How did you know I wanted the blonde?	كيف علمت أني أرغب بالشقراء ؟	B-B		
C-4619	How did you know I'm here?	كيف علمت إننى سأكون هنا ؟	B-B		
C-4620	How did you know that I would stop Damon?	- أنى لك علمت أني سأمنع ( دايمن ) ؟	B-B		
C-4621	How did you know that your blood would cure me?	كيف عرفت أن دمك سيعالجني ؟	B-B		
C-4622	How did you know that? I saw you carry elijah home last night.	كنت أبقى ابنتك آمنة .		HARD	Ambigious (1st/2nd) ابنت 
C-4623	How did you meet my brother?	كيف التقيت بأخي ؟	B-B		
C-4624	How do I know more about massage than you guys know about massage?	أنى لي علما بشأن التدليك أكثر منكم ؟	B-M!	أنى لي علما بشأن التدليك أكثر منكن ؟	
C-4625	How do I know you even have her?	كيف أعرف حتى انها معك ؟	B-B		
C-4626	How do you know I know?	كيف تعرفين أنني أعرف ؟	B-F	كيف تعرف أنني أعرف ؟	
C-4627	How do you know I took it, you NARC!	كيف عرفت إنني سرقتها ، أيها الأبله ؟	B-M	كيف عرفت إنني سرقتها ، أيتها البلهاء ؟	
C-4628	How do you know exactly what I said to God?	كيف تعرفين ما قلته للرب بالضبط ؟	B-F	كيف تعرف ما قلته للرب بالضبط ؟	
C-4629	How do you know what I want?	كيف تعرفين من أريدها ؟	B-F	كيف تعرف من أريدها ؟	
C-4630	How do you know what I'm feeling?	كيف تعرف ما أشعر به ؟	B-M	كيف تعرفين ما أشعر به ؟	
C-4631	How do you know where I am?	- كيف تعلم مكاني ؟	B-M	- كيف تعلمين مكاني ؟	
C-4632	How do you know where I keep my bras?	كيف تعرفين أين أحتفظ بحمالات صدري ؟	B-F	كيف تعرف أين أحتفظ بحمالات صدري ؟	
C-4633	How do you know? I just saw her body at the morgue.	- رأيت جثتها توا في المشرحة	B-N		
C-4634	How do you like my dog?	ما رأيك بكلبي ؟	B-B		
C-4635	How do you not recognize me?	كيف لك ألا تعترف على ؟	B-M	كيف لك ألا تعترفي على ؟	
C-4636	How do you think I feel cooped up in these rooms?	كيف تظن ماهو شعوري وانا محصورة في هذه الغرف	F-M	كيف تظن ماهو شعوري وانا محصور في هذه الغرف	ماهو
C-4637	How do you think I feel?	كيف تعتقد أني أشعر برأيك ؟	B-M	كيف تعتقدين أني أشعر برأيك ؟	
C-4638	How do you think it feels to know every time I turn my back my husband is mocking me?	هكذا تعتقد يشعر للمعرفة كل مرة أنا أدير ظهري زوجي هل يخدعني ؟	B-M	هكذا تعتقدين يشعر للمعرفة كل مرة أنا أدير ظهري زوجي هل يخدعني ؟	Bad translation
C-4639	How do you think it makes me feel?	كيف تعتقد ان هذا يجعلنى اشعر ؟	B-M	كيف تعتقدين ان هذا يجعلنى اشعر ؟	
C-4640	How do you think that made me feel?	كيف جعلني هذا أشعر ، في رأيك ؟	B-B		
C-4641	How is it that I drove to Metropolis, attended the Children's Foundation dinner... and made it back before you finished?	كيف ذلك ، أنا ذهبت إلى العاصمة وحضرت عشاء تأسيس الأطفال ورجعت قبل أن تنتهي ؟	B-B		تنتهي (تصلح للمذكر والمؤنث لوجود أداة نصب)
C-4642	How long have you been delivering my mail, for god's sake?	منذ متى وأنت تسلم بريدي ؟	B-M	منذ متى وأنت تسلمين بريدي ؟	
C-4643	How long have you been lying to me?"	منذ متى وانت تكذب علي ؟	B-M	منذ متى وانت تكذبين علي ؟	
C-4644	How long have you been working for me'?	منذ متى وانت تم العمل بالنسبة لي ؟	B-B		Bad translation
C-4645	How long have you known what my son can do?	كم مضى من الوقت وأنت تعرف ما بوسع ابني عمله ؟	B-M	كم مضى من الوقت وأنت تعرفين ما بوسع ابني عمله ؟	
C-4646	How long would you have waited for me when I was trapped in my memory?	كم من الوقت ستنتظرني ؟ عندما كنت محتجزة في ذاكرتي ؟	F-M	كم من الوقت ستنتظرني ؟ عندما كنت محتجزا في ذاكرتي ؟	
C-4647	How many fliers did you give to people? -I don't know. Maybe a thousand.	حفلة وكأنك لا تزال في عام 1999 تعال واستمتع بالمشروب والطعام المجاني في منزل كريس هيوز	N-M	حفلة وكأنك لا تزالين في عام 1999 تعالي واستمتعي بالمشروب والطعام المجاني في منزل كريس هيوز	
C-4648	How many times can I tell you?	- كم مرة يجب أن أخبرك ؟ انتهى أمرنا !		HARD	
C-4649	How many times do I got to tell you?	كم مرة قيام حصلت على ان اقول لكم ؟	B-M!	كم مرة قيام حصلت على ان اقول لكن ؟	
C-4650	How many times do I have to tell you to keep the driveway clear?	كم من المرات علي إخبارك ان تبقي الموقف خالي	B-B		تبقي (تصلح للمذكر والمؤنث لوجود أداة نصب)
C-4651	How many times do I have to tell you?	كم مرة أقوم وأن أقول لك ؟	B-B		
C-4652	How many times do I have to tell you?	كم مرة ينبغي علي أن أخبركم بها ؟	B-M!	كم مرة ينبغي علي أن أخبركن بها ؟	
C-4653	How many times do you want me to bury her?	كم عدد المرات التي تريدين فيها دفنها ؟	N-F	كم عدد المرات التي تريد فيها دفنها ؟	
C-4654	How may I help you? So my wife loves watching your films, Mr. Olson.	زوجتي تحب مشاهدة افلامك يا سيد .	B-M	زوجتي تحب مشاهدة افلامك يا سيدة .	
C-4655	How much you want for this phone? I do not know. About 100 or 120.	الشيء الجميل هو أنك تستطيع أن تدفع أي شيء فقط تجلس هناك وتراقبني !	B-M	الشيء الجميل هو أنك تستطيعين أن تدفعي أي شيء فقط تجلسين هناك وتراقبينني !	
C-4656	How shall I comprehend when you drool and dribble so?	كيف أفهمك حين تئن ؟ . لذا دعني أخمن	B-M	كيف أفهمك حين تئنين ؟ . لذا دعيني أخمن	
C-4657	How was I? - You were foolish.	بأنك قضيت كل هذا الوقت مع رجل الآخر ؟	N-B		Bad translation
C-4658	How was my team's performance in the operation on your home. How did your father die?	كيف كان أداء فريقي في العملية التي تمت في منزلك	B-B		
C-4659	How would you protect me?	كيف ستقومين بحمايتي ؟	B-F	كيف ستقوم بحمايتي ؟	
C-4660	How you like me now, Brad?	كم تحبني الآن يا براد ؟	B-M	كم تحبينني الآن يا براد ؟	
C-4661	How you like me now?	- هل تحبنى الأن ؟	B-M	- هل تحبيننى الأن ؟	
C-4662	How'd you know I have pot?	كيف عرفت ان لدي حشيش ؟	B-B		
C-4663	How'd you know where I was?	كيف علمت بمكاني ؟	B-B		
C-4664	How'd you like the way I made your father disappear?	ما رأيك فى الطريقه التى جعلت فيها والدك يختفى ؟	B-B		
C-4665	How're you gonna teach me so quick?	كيف ستعلمني بهذه السرعه ؟	B-M	كيف ستعلمينني بهذه السرعه ؟	
C-4666	How's your homecoming been? I hope it's been better than mine, because you know what?	آمل أن تكون أفضل من عودتي ، وهل تعلم السبب ؟	B-M	آمل أن تكون أفضل من عودتي ، وهل تعلمين السبب ؟	
C-4667	However and whenever you decide to propose, I promise I'll say yes.	على أية حال وحينما تقرر أن تتقدم لخطبتي ، أعدك بأنني ساقول نعم .	B-M	على أية حال وحينما تقرري أن تتقدمي لخطبتي ، أعدك بأنني ساقول نعم .	
C-4668	However you need it, that's how I'm gonna do it. That's my job.	بأي حال تريدينه هو ما سأفعله هذا هو عملي	B-F	بأي حال تريده هو ما سأفعله هذا هو عملي	
C-4669	However, I can tell you exactly who you're looking for.	مع ذلك ، أستطيع أن أخبرك بالتحديد من الذي تبحث عنه .	B-M	مع ذلك ، أستطيع أن أخبرك بالتحديد من الذي تبحثين عنه .	
C-4670	However, I feel sorry to see your desire to be one of the suicide bombers who make the world think that Muslims are terrorists.	لكن أحزن إني أشوفك شو متحمسة لقنابل بشرية اللي خلت الناس تتصور المسلمون إرهابيين أحزن	B-S		Colloquial
C-4671	However, I think it's important that you understand the ramifications of your decision.	على أى حال ، أعتقد أنه مهما أنت تفهمين نتائج قرارك	B-F	على أى حال ، أعتقد أنه مهما أنت تفهم نتائج قرارك	
C-4672	However, if you still want to be of assistance, I need some help with research.	على كل حال ، إذا ما زلت تريد مساعدتنا ، أحتاج إلى بعض المساعدة في البحث .		HARD	
C-4673	However, if you'd like to entertain me with a story... I love a good adventure.	ولكن ، إذا كنت ترغب في ترفيه لي قصة . . . حب المغامرة جيدة .	B-M	ولكن ، إذا كنت ترغبين في ترفيه لي قصة . . . حب المغامرة جيدة .	Bad translation
C-4674	However, unlike you, I have never received a citation for speeding.	ولكن ، خلافا لكم ، لدي أبدا تلقى دعوة قضائية لتجاوزه السرعة المقررة .	B-M!	ولكن ، خلافا لكن ، لدي أبدا تلقى دعوة قضائية لتجاوزه السرعة المقررة .	Bad translation
C-4675	Huh. Are you trying to convince me this is good news?	تحاول إقناعي هل هذه أخبار جيدة ؟	B-M	تحاولي إقناعي هل هذه أخبار جيدة ؟	
C-4676	Huh. Wow, you know, Lily, maybe the crisis here isn't that I'm not ready to be a dad;	عجبا ، أتعرفين ، " ليلي " ربما المشكلة هنا أني لست جاهزا لأكون أبا	M-F	عجبا ، أتعرفين ، " ليلي " ربما المشكلة هنا أني لست جاهزة لأكون أما	
C-4677	Huh? I told you Mason done it.	لقد أخبرتك أن ( ماسون ) من فعلها	B-B		
C-4678	Humor me, your grandad, what was his name?	قل لي . الجد لديك ، ما هو اسمه ؟	B-M	قولي لي . الجد لديك ، ما هو اسمه ؟	Bad translation
C-4679	Hurry the fuck up. Go on, throw yourself. And stay in the fucking muck until I'm down there.	أسرع هيا وألق بنفسك وابق على الأرض حتى آتي إليك	B-M	أسرعي هيا وألقي بنفسك وابقي على الأرض حتى آتي إليك	
C-4680	Hyuk. Do you feel like you owe me?	( هيوك ) ، هل تعتقد أنك تدين لي ؟	B-M	( هيوك ) ، هل تعتقدين أنك تدينين لي ؟	
C-4681	I Can Raise My Son Without Your Help.	استطيع تربية ابني دون مساعدتك	B-B		
C-4682	I DIDN'T WANT YOU TO LEAVE WITHOUT US BEING OKAY.	لم ارد ان تغادري وانت منزعجة	B-F	لم ارد ان تغادر وانت منزعجا	
C-4683	I DO, YOUR HONOR, AND THANK YOU.	أجل سيادتك ، وشكرا لك	B-B		
C-4684	I DON'T HAVE ANY OBLIGATION OR DESIRE TO GIVE YOU ANY ANSWERS. I'M NOT ONE OF YOUR SOURCES.	أنا ما عندي أي إلتزام أو إرغب إعطائك أي أجوبة .	B-B		
C-4685	I DON'T KNOW IF YOU KNEW THAT.	لا أعلم إن كنت تعرف ذلك .	B-M	لا أعلم إن كنت تعرفين ذلك .	
C-4686	I Don't Want You To Think About That Right Now, Ok?	لا أريدك أن تفكر في ذلك الآن حسنا ؟	B-M	لا أريدك أن تفكري في ذلك الآن حسنا ؟	
C-4687	I Iove you papa.	أنا أحبك يا أبي	B-M	أنا أحبك يا أمي	
C-4688	I Iove your daughter.	أنني أحب إبنتك . .	B-B		
C-4689	I KNEW YOU'D WANT ONE, SAM. WHAT ABOUT YOU, MIKE?	عرفت بأنك تريد واحدة يا سام ماذا عنك يا مايك ؟		HARD	
C-4690	I KNOW ABOUT YOUR DAUGHTER'S SURGERY!	أعرف بشأن عملية ابنتك الجراحية	B-B		
C-4691	I KNOW WHAT YOUR TALKIN' ABOUT. I UNDERSTAND.	اعرف عن ماذا تتحدث افهم	B-M	اعرف عن ماذا تتحدثي افهم	
C-4692	I KNOW. I WANT YOU TO FIND OUT WHAT THIS IS WHILE YOU'RE AT THE CORONER'S.	أريدك أن تكتشف الذي هذا بينما أنت في القاضي .	B-M	أريدك أن تكتشفي الذي هذا بينما أنت في القاضي .	Bad translation
C-4693	I Know You Wanted To Be Surprised.	اعلم انك كنتي تريدين ان تتفاجئي	B-F	اعلم انك كنت تريد ان تتفاجأ	كنتي
C-4694	I LEARNED IT FROM YOU!	لقد تعلمت منك	B-B		
C-4695	I MEAN, YOU'RE SO INTERESTED IN GIVING ME CLOSURE.	أنت مهتم جدا بمنحي إنغلاقا	B-M	أنت مهتمة جدا بمنحي إنغلاقا	
C-4696	I Mean, I'll Take You There.	أعني ، يمكنني أن أريك الطريق لهذا المستقبل الناجح	B-B		
C-4697	I SAID THAT YOU'RE NOT MY REAL FATHER.	لقد قلت إنك لست والدي الحقيقي	B-M	لقد قلت إنك لست والدتي الحقيقية	
C-4698	I SEE THE WAY YOU'RE LOOKING AT HIM,	انني ارى كيف تنظرون اليه ،	B-M!	انني ارى كيف تنظرن اليه ،	
C-4699	I THINK YOU KNOW.	أعتقد أنك تعلم ذلك .	B-M	أعتقد أنك تعلمين ذلك .	
C-4700	I THINK YOU'D DO REALLY GOOD, UNCLE VI.	أعتقد أنك لاعب رائع عم ( فاي ) .	B-M	أعتقد أنك لاعبة رائعة عمة ( فاي ) .	
C-4701	I Thought You Had It. We Lied. It Was Her.	أعتقدت أنك أنت من تعانين منه - لقد كذبنا ، هي من كانت تعاني منه -		HARD	
