SentenceID	English	Arabic	SentenceType	SwitchTranslation	Comment
C-2186	And they're so artsy and progressive that I'm sure once they see it, they're just gonna open up those Van Winkle gates, looking for you.	وسيكون فني وتقديمي وذلك أنا متأكد بأنهم حين يرونه ، سيفتحوه . ويقولون هذه أبواب " فان وينكل " تبحث عنك	M-N	وسيكون فني وتقديمي وذلك أنا متأكدة بأنهم حين يرونه ، سيفتحوه . ويقولون هذه أبواب " فان وينكل " تبحث عنك	Bad tanslation
C-2187	And they're the ones that tell you things like, oh baby, I'm gonna be the one that gets to see you for real.	وهم الأشخاص الذين يخبروك بأشياء مثل ، اوه يا حبيبتي سأكون الشخص الذي يراك على حقيقتك	B-S		
C-2188	And to be honest, I still have feelings for you too and I wish we could work out, Ross, but we can't.	وإلى أن نكون صادقين ، لا يزال لدي مشاعر لك أيضا . . . . . . وأتمنى لو نتمكن من العمل بها ، روس ، ولكن لا يمكننا ذلك .		HARD	نكون-لك
C-2189	And to be honest, you don't know me.	وكي أكون صريحة ، أنت لا تعرفني أنا أيضا	F-M	وكي أكون صريحا ، أنت لا تعرفني أنا أيضا	
C-2190	And to make you feel good, I'm gonna give you this lovely parting gift.	ولجعلك تشعر بالارتياح ، سأعطيك هدية الحفل هذه الرائعة	B-M	ولجعلك تشعرين بالارتياح ، سأعطيك هدية الحفل هذه الرائعة	
C-2191	And to remedy my... mistake, all you need do is tell Topcliffe the truth.	و لتصحيح خطأي كل ما عليك فعله هو إخبار ( توكليف ) الحقيقة	B-B	 	
C-2192	And to save myself, I got in my car-- you know, I ran out of there, I got in my car, - and, you know, I drove off." - Right.	و لأنقذ نفسى خرجت إلى سيارتى و قدتها سريعا بدون النظر للخلف	B-N	 	
C-2193	And today you're stabbing me in the back.	واليوم أنت تطعني من الخلف	B-M	واليوم أنت تطعنينني من الخلف	
C-2194	And tomorrow you're sitting next to your uncle in a cell in Thailand and it won't be me asking the questions.	وغدا ستجلس مع عمك في زنزانة في " تايلند " ولن يكن أنا من يطرح الأسئلة	B-M	وغدا ستجلسين مع عمك في زنزانة في " تايلند " ولن يكن أنا من يطرح الأسئلة	
C-2195	And tomorrow, I'm gonna re-introduce you to the concept of a belt.	وغدا سأعطيك درسا عن مفهوم عمل الحزام	B-B	 	
C-2196	And tomorrow, I'm taking you to a doctor. always fickle.	في الغد سأصطحبك للطبيب إنك متقلب دائما طابت ليلتك يا دارمداس	B-M	في الغد سأصطحبك للطبيب إنك متقلبة دائما طابت ليلتك يا دارمداس	More than one sentence
C-2197	And tonight, I'm gonna treat you boys to something special.	وهذه الليلة ، سأقدم لكم يا شباب شيئا خاصا		HARD	شباب
C-2198	And unless you join forces with me, you'll end up like your friend Damerov.	ثم مالم تظم قواك لي فمآلك مثل مآل صديقك داميروف	B-S	 	تظم
C-2199	And we can't do without you. I want you to go full time.	ونحن لا نستطيع أن نعمل بدونك أريدك أن تعمل لوقت كامل	 	HARD	ونحن-أريدك
C-2200	And we're a team, you and me, and even though some families are bigger than ours, that doesn't make them any better.	ونحن فريق ، انا وانت ، رغم ان بعض العائلات اكبر من عائلتنا ، هذا لايجعلهم افضل مننا .		HARD	ونحن-انا
C-2201	And what I said you'd better think it over.	وفكر فيما قلته لك	B-B	 	
C-2202	And what are you doing in my trailer?	وماذا تفعل في حجرتي ؟	B-M	وماذا تفعلين في حجرتي ؟	
C-2203	And what do you mean I didn't pack provisions?	وماذا تقصدين بأنني لم أحزم مؤن ؟	B-F	وماذا تقصد بأنني لم أحزم مؤن ؟	
C-2204	And what do you want me to do?	في تهمة جريمة قتل من الدرجة الأولى	N-N	 	
C-2205	And what if I ever leave you?	وماذا لو أني تركتك ؟	B-B	 	
C-2206	And what is your name, my beautiful seer?	وماهو إسمك يا عرافتي الجميلة ؟	B-F	وماهو إسمك يا عرافي الجميل ؟	
C-2207	And when I become the prince, I'll make you something.	وعندما سأصبح الامير سأجعل منك شيئا	M-B	وعندما سأصبح الاميرة سأجعل منك شيئا	
C-2208	And when I got there, I got the impression that you didn't want me anywhere near you.	وحين وصلت إلى هناك اعترني انطباع بأنك لا تريدني بجوارك	B-S		اعترني
C-2209	And when I saw him talking to your daughter,	ثم رأيته يتحدث مع إبنتكما	B-B!	 	
C-2210	And when I say, you have received the Holy Spirit within you, you won't need any medicine.	و عندما أقول ، بأنك تلقيت ، الروح القدس بداخلك ، أنت لن تحتاجي لأي علاج . أنت لن تحتاجي للإسعافات الأولية	B-F	و عندما أقول ، بأنك تلقيت ، الروح القدس بداخلك ، أنت لن تحتاج لأي علاج . أنت لن تحتاج للإسعافات الأولية	
C-2211	And when I think of how fond Gladys is of you.	" و حين أفكر كم أن " جلاديس مولعة بك	B-B	 	
C-2212	And when I'm in a café having coffee or I see a man with hair brighter than the sun I'll think of you.	وأنا عندما في مقهى تناول القهوة . . . . . . أو أرى رجلا مع الشعر أكثر إشراقا من الشمس . . . . . . وسوف كنت أفكر .		HARD	Meaningless
C-2213	And when I'm standing in the cinders of your civilization,	وبينما نكون واقفين . . . في نفايات حضارتكم	B!-M!	وبينما نكون واقفين . . . في نفايات حضارتكن	
C-2214	And when the shirt hits the flan, you're gonna want me on your team, Suarez!	عندما يحدث شيئ سيئ ستحتاجيني في فريقك . سواريز	B-F	عندما يحدث شيئ سيئ ستحتاجني في فريقك . سواريز	
C-2215	And when you proposed to metwo years ago,I just wasn't ready.	وعندما تقدمت لي منذ سنتين ، أنا فقط لم أكن مستعدة	F-B	وعندما تقدمت لي منذ سنتين ، أنا فقط لم أكن مستعدا	
C-2216	And while I can quietly admire your feat inside this office,	وبينما أنا معجب تماما بعملك الفذ في داخل هذا المكتب ،	M-B	وبينما أنا معجبة تماما بعملك الفذ في داخل هذا المكتب ،	
C-2217	And while you're judging my effectiveness, you just keep something in mind --	وبينما أنت تحكم على تأثيري في العمل عليك فقط أن تبقي شيئا في العق . .	B-M	وبينما أنت تحكمين على تأثيري في العمل عليك فقط أن تبقي شيئا في العق . .	Bad translation
C-2218	And why I like you.	ولماذا أنا مثلك .	B-B	 	
C-2219	And why are you frightening my brother?	و لماذا تقاتل اخي ؟	B-M	و لماذا تقاتلين اخي ؟	
C-2220	And why are you looking at me like that, you little bitches?	ولماذا تنظرون إلي بهذه الطريقة ، ايتها العاهرات الصغيرات ؟		HARD	تنظرون-العاهرات
C-2221	And why are you telling me?	لأنني أهتم بأمرك	B-B	 	
C-2222	And why have you brought me here?	ولماذا هل جلبت لي هنا ؟	B-B	 	Bad translation
C-2223	And without an alibi during the window you gave me for the time of the murder.	و بدون عذر في الوقت الذي حددتموه للوفاة	N-M!	و بدون عذر في الوقت الذي حددتنه للوفاة	
C-2224	And yet ... I have never met a man like you, Max.	لكني لم أقابل رجلا مثلك ، ( ماكس )	B-M	لكني لم أقابل امرأة مثلك ، ( ماكس )	
C-2225	And yet I love you, Ivanhoe with all the longing in the lonely world.	و بالرغم من ذلك فإننى أحبك " يا " أيفانهو بكل الشوق فى هذا العالم الوحيد	B-B	 	
C-2226	And yet all he left you was the condo, and he left me everything else.	وكل ما تركه لكي هو الشقة وترك اي كل شيء اخر .	N-F	وكل ما تركه لك هو الشقة وترك اي كل شيء اخر .	لكي
C-2227	And yet now you're putting yourself in all sorts of danger just to prevent me from having an experience you fear might be unpleasant for me.	ورغم ذلك الآن تخاطر بنفسك بشتى أنواع الخطر فقط لتمنعني من خوض تجربة	B-M	ورغم ذلك الآن تخاطرين بنفسك بشتى أنواع الخطر فقط لتمنعيني من خوض تجربة	
C-2228	And yet you feel compelled to see me about it.	ومع ذلك تبدو مجبرا لمقابلتي بخصوص ذلك .	B-M	ومع ذلك تبدين مجبرة لمقابلتي بخصوص ذلك .	
C-2229	And yet, I don't remember you.	ومع ذلك ، لست أذكرك	B-B	 	
C-2230	And yet, you still can't kill me.	و مع ذلك ، ما تزال عاجزا عن قتلي .	B-M	و مع ذلك ، ما تزالين عاجزة عن قتلي .	
C-2231	And you actually said, "I want to break up"?	ولقد قلت بالفعل " أريد أن أنفصل عنك " ؟	B-B	 	
C-2232	And you allowed me to defend a lie.	ولقد جعلتني أدافع عن كذبة	B-B	 	
C-2233	And you always getting on my ass and shit about some book.	وأنت تزعجينني دائما بسبب كتاب	B-F	وأنت تزعجني دائما بسبب كتاب	
C-2234	And you always watch me, so I know you know how.	وأنت تشاهدني دائما ، لذا أعرف أنك تعرف كيفية إعداده	B-M	وأنت تشاهدينني دائما ، لذا أعرف أنك تعرفين كيفية إعداده	
C-2235	And you and I are just gonna sit here and wait for him till he gets here.	انا وانت سنجلس هنا وننتظر قدومه الى هنا !		HARD	انا-سنجلس
C-2236	And you are just trying to throw me.	و أنت فقط تحاولين الإبعاد بي	B-F	و أنت فقط تحاول الإبعاد بي	
C-2237	And you are not my chief.	ولست مسؤولا عني . .	B-M	ولست مسؤولة عني . .	
C-2238	And you are so good at pretending, that no one would ever guess there is nothing there, unlike, unlike me and Gemma.	وكنت بارعة للغاية في التظاهر ، بحيث لا يمكن لأحد أن يخمن أن هنالك شيء ، - ما عداي أنا و ( جيما ) .	B-F	وكنت بارع للغاية في التظاهر ، بحيث لا يمكن لأحد أن يخمن أن هنالك شيء ، - ما عداي أنا و ( جيما ) .	
C-2239	And you are under my power. I know everything, Therman.	و أنت تحت سيطرة قدرتي ( أنا أعرف كل شيئ ( ثيرمان	B-B	 	
C-2240	And you ask why I don't stay longer.	وأنت نسأل لماذا أنا لا البقاء لفترة أطول .	B-S		نسأل>> تسأل
C-2241	And you believe me.	و أنت تصدقني	B-M	و أنت تصدقينني	
C-2242	And you believed me?	أوصدقتني ؟	B-B	 	
C-2243	And you bring me a pocketful of change?	وتحضر لي دلوا من الأنصاص ؟	B-M	وتحضرين لي دلوا من الأنصاص ؟	
C-2244	And you call here again, I will call the police...	، إذا أتصلت مجددا . . . سأتصل بالشرطة	B-B	 	
C-2245	And you call me the heartless one.	و أنت من تدعي أنني بلا قلب	B-M	و أنت من تدعين أنني بلا قلب	
C-2246	And you can rely on myself and the others assembled here to make sure that transition is smooth.	و يمكنك الاعتماد على شخصيا و على الآخرين المجتمعين هنا للتأكد من أن المرحلة الأنتقالية تمضي بشكل سلس	B-B	 	
C-2247	And you can stare at me less.	ويمكن أن تقللي التحديق في	B-F	ويمكن أن تقلل التحديق في	
C-2248	And you can take it. I won't tell anyone.	ويمكنك أن تأخذها ولن أخبر اي احد	B-M	ويمكنك أن تأخذيها ولن أخبر اي احد	
C-2249	And you can tell your new mentor that I understand her terms.	و بإمكانك أن تخبري مستشارتك الجديدة أني أتفهم شروطها	B-F	و بإمكانك أن تخبر مستشارتك الجديدة أني أتفهم شروطها	
C-2250	And you can't do that much... leave me a note when you leave.	ولا يمكنكم فعل هذا مرة أخرى أترك لي رسالة عندما تذهب		HARD	يمكنكم-أترك
C-2251	And you can't talk to me about it?	ولايمكنك إخباري بها ؟	B-B	 	
C-2252	And you can't tell the CIA about any of this because they're not my biggest fans.	ولا يمكنكم إخبار السي اي ايه عن أي من هذا انتم تعرفون انهم يطاردوني	B-M!	ولا يمكنكن إخبار السي اي ايه عن أي من هذا انتن تعرفن انهم يطاردوني	
C-2253	And you can't, I don't know, pick up a new Trouble along the way?	ولا يمكن ، لا أعلم . . . إلتقاط إضطراب جديد علي الطريق ؟ .	B-N	 	
C-2254	And you did admit, Cardinal the game is mine.	وانت اعترفت ، كاردينال . . . بأن اللعبة لعبتي . . .	B-B	 	
C-2255	And you did nothing when my father banished me.	- و لم تعملين شيئا ، عندما نفاني أبي	B-F	و لم تعمل شيئا ، عندما نفاني أبي	
C-2256	And you didn't eat me, so I owe you favor.	و أنت لم تتناوليني ، لذا أدين لك بمعروف .	B-F	و أنت لم تتناولني ، لذا أدين لك بمعروف .	
C-2257	And you didn't fail me.	ولم تخذلني	B-M	ولم تخذليني	
C-2258	And you didn't tell me because...	وأنت لم تخبرني لأن . . .	B-M	وأنت لم تخبريني لأن . . .	
C-2259	And you didn't think I'd have any concerns?	وانت دائما تقولي لنا ان نجعل الناس سعداء ولم تظن ان لدي اية مخاوف ؟	 	HARD	نجعل-لدي
C-2260	And you fell for my trap like a greedy little rat.	وأنت سقطت بفخي مثل الفئر الصغير الشره	B-S	 	الفئر
C-2261	And you got hurt. I'm sorry. But if I'm telling the truth, I'd do it again.	وأنت تآذيت وأنا آسف لهذا ، لكن إذا كنت أقول الحقيقة سأفعلها مرة آخري	M-B	وأنت تآذيت وأنا آسفة لهذا ، لكن إذا كنت أقول الحقيقة سأفعلها مرة آخري	
C-2262	And you gotta stop hitting on me.	وعليك التوقف عن محاولة إثارة إعجابي	B-B	 	
C-2263	And you have left me with a little bit of a migraine.	وأنت تركت لي صداع نصفي .	B-B	 	
C-2264	And you have no right to impose your deliriums on me.	ولا يحق لك ان تنفعل على	B-F	ولا يحق لك ان تنفعلي علي	
C-2265	And you have rice liquor, I see.	وتملك خمر الأرز ، فهمت .	B-M	وتملكي خمر الأرز ، فهمت .	More than one sentence
C-2266	And you help me do a better job with them.	و أنت تساعدني لفعل عمل أفضل معهم	B-M	و أنت تساعدينني لفعل عمل أفضل معهم	
C-2267	And you just ate my cupcake.	وأنت لتوك أكلت الكب كيك خاصتي .	B-B	 	
C-2268	And you kept siphoning money from her in my name!	وأنت أخذت المال منها باسمي	B-B	 	
C-2269	And you know I love my salt.	وأنت تعلمين أنني أحب الملح	B-F	وأنت تعلم أنني أحب الملح	
C-2270	And you know what I said?	أتعرفين ماذا قلت ؟	B-F	أتعرف ماذا قلت ؟	
C-2271	And you know what I would love?	وأنت تعرف ماذا أنا أحب ؟	B-M	وأنت تعرفين ماذا أنا أحب ؟	
C-2272	And you know what I've been doing.	وانت تعرف ماذا كنت افعل	B-M	وانت تعرفين ماذا كنت افعل	
C-2273	And you know why I need you.	وتعرفين لما أحتاج لمساعدتك	B-F	وتعرف لما أحتاج لمساعدتك	
C-2274	And you know you can't stop me from chasing after you.	وأنت تعلم أنك لا يمكن أن يمنعني من مطاردة بعد .		HARD	تعلم-يمنعني
C-2275	And you made this call without consulting me? You let me make calls like this all the time.	أنت تتركين لى القرارات دائما فى مثل هذه الأوقات	B-F	أنت تترك لي القرارات دائما فى مثل هذه الأوقات	
C-2276	And you make me want to be the best version of myself, and I just want to be your girlfriend again, and I want to pretend that I was never not your girlfriend before.	وتصنع مني نسخة أفضل وأريد أن أعود صديقتك ثانية وأريد أن أتظاهر أنني لم أنفصل عنك من قبل	F-M	وتصنع مني نسخة أفضل وأريد أن أعود صديقك ثانية وأريد أن أتظاهر أنني لم أنفصل عنك من قبل	
C-2277	And you may as well know the truth: I'm taking you off the case.	وبإمكانك ان تعرف اننى استبعدك من الحالة	B-M	وبإمكانك ان تعرفي اننى استبعدك من الحالة	
C-2278	And you need my help!	وأنت بحاجة لمساعدتي !	B-B	 	
C-2279	And you need to take my word for it, because of what my ancestors and the council agreed to at the charter of Wittenberg in 1682.	وعليك أن تعتبر كلامي هذا مسلما به ، بسبب ما اتفق عليه أسلافي والمجلس . . . وصيغ في " دستور ويتنبيرج " عام 1682 .	B-M	وعليك أن تعتبري كلامي هذا مسلما به ، بسبب ما اتفق عليه أسلافي والمجلس . . . وصيغ في " دستور ويتنبيرج " عام 1682 .	
C-2280	And you never answered my question...	و أبدا أجبت على سؤالي . . .	B-B	 	
C-2281	And you of all people should know that I've always been a little inept at this.	وأنت من بين كل الناس يجب أن تعرف بأنني كنت دائما خرقاء إلى حد ما في هذا .	F-M	وأنت من بين كل الناس يجب أن تعرفي بأنني كنت دائما أخرق إلى حد ما في هذا .	
C-2282	And you probably don't want any reminders of Bonnie around the house, so I cleared out all of her underwear.	ومن المحتمل أنك لا تريد أي زكريات متعلقة ب ( بوني ) حول المنزل ، لذلك قمت بجمع جميع ملابسها الداخلية	B-S		زكريات
C-2283	And you probably had others... silently, so I wouldn't get a swelled head.	. . . و ربما كانوا أكثر من ذلك بلغتيهم فى سكون و مع ذلك فأنا لم أتفاخر		HARD	Meaningless
C-2284	And you said nothing. I had to come up with a plan.	وأنت لم تقل شيء ، كان لابد أن أبتكر خطة .	B-M	وأنت لم تقولي شيء ، كان لابد أن أبتكر خطة .	
C-2285	And you saw him and Robson in my face threatening me and you wanted to help.	و أنت رأيته و ( روبسون ) في وجهي يهدداني و أردت المساعدة .	B-B	 	
C-2286	And you say I've never given you anything.	وأنت تقول أنني لم أعطك أي شئ علي الإطلاق .	B-M	وأنت تقولين أنني لم أعطك أي شئ علي الإطلاق .	
C-2287	And you see, you did, and that's how I saved you.	وكما ترى ، أنت فعلت وهكذا كيف أنقذتك	B-M	وكما ترين ، أنت فعلت وهكذا كيف أنقذتك	
C-2288	And you send me texts with playful emojis.	وتبعث لي رسائل فيها إيموتيكونات لعوبة .	B-M	وتبعثين لي رسائل فيها إيموتيكونات لعوبة .	
C-2289	And you sir, you have completely skipped over the part where I was walking through the park and I saw these children on a merry-go-round which started me thinking about the moment of inertia in gases like helium at temperatures approaching absolute zero.	و أنت يا سيد لقد تجاوزت كليا مرحلة عبوري للمنتزه و أنا أرى الأطفال يلعبون بالأرجوحة بدأت أفكر بعزم القصور الذاتي في الغازات مثل الهليوم	B-M	و أنت يا سيدة لقد تجاوزت كليا مرحلة عبوري للمنتزه و أنا أرى الأطفال يلعبون بالأرجوحة بدأت أفكر بعزم القصور الذاتي في الغازات مثل الهليوم	
C-2290	And you spend your life where, in some crappy diner? I'm sorry.	أنت تقضين حياتك في مطعم سيء آسفة	F-F	أنت تقضين حياتك في مطعم سيء آسف	More than one sentence
C-2291	And you tell me.	وأنت أخبرني	B-M	وأنت أخبريني	
C-2292	And you think less of me will help the show?	أنت تظن بأن تقليلي سوف يساعد المسلسل ؟	B-M	أنت تظنين بأن تقليلي سوف يساعد المسلسل ؟	
C-2293	And you think that in one hour you know my entire life?	و فجأة ظهرت حيث تعتقد بساعة واحدة معي تعرف بها كل حياتي حسنا ، أتعلم ماذا ؟	B-M	و فجأة ظهرت حيث تعتقدين بساعة واحدة معي تعرفين بها كل حياتي حسنا ، أتعلم ماذا ؟	Bad translation
C-2294	And you told me anyway.	وقد اخبرتينى على اى حال	B-F	وقد اخبرتنى على اى حال	اخبرتينى
C-2295	And you told me you didn't know.	وأخبرتيني أنك لا تعرفين .	B-F	وأخبرتني أنك لا تعرف .	وأخبرتيني
C-2296	And you took time off of work because you're so âokay,â so do me a solid... give me Wang.	و أنت بإجازة من العمل لأنك على ما يرام لذا إسدنى معروفا ( و إعطنى ( وانج	B-M	و أنت بإجازة من العمل لأنك على ما يرام لذا إسديني معروفا ( و إعطينى ( وانج	
C-2297	And you turned her against me.	و أنت جعلتيها تنقلب ضدي	B-F	و أنت جعلتها تنقلب ضدي	جعلتيها
C-2298	And you want me to run?	- تريدني أن أهرب ؟	B-M	تريدينني أن أهرب ؟	
C-2299	And you want to keep me in bed?	- وأنت تريدني أن أستلقي في الفراش ؟	B-M	وأنت تريدينني أن أستلقي في الفراش ؟	
C-2300	And you weren't even polite to me!	وأنت حتى لم تكن مهذب معي !	B-M	وأنت حتى لم تكوني مهذبة معي !	
C-2301	And you will give it to me.	وسوف تعطيه لي .	B-M	وسوف تعطينه لي .	
C-2302	And you will look up, and it'll be me who's handing it to you.	سيكون أنا من يسلمك هذه الرسالة . . .	B-B	 	
C-2303	And you won't believe what I'm finding.	و لن تصدقي ما وجدته	B-F	و لن تصدق ما وجدته	
C-2304	And you'll always be mine.	و أنت ستظل حبي الأول	B-M	و أنت ستظلين حبي الأول	
C-2305	And you'll tell me where this is on what condition?	وأنت ستخبرني أين هو مقابل ماذا ؟	B-M	وأنت ستخبرينني أين هو مقابل ماذا ؟	
C-2306	And you'll want to tell me the truth, because when you do tell the truth,	لأنك حين تخبرين بالحقيقة ، فستشعرين	B-F	لأنك حين تخبر بالحقيقة ، فستشعر	
C-2307	And you're a temptation to me.	واغرائك لي	B-B	 	
C-2308	And you're all like, "Oh, define me! Define me!	وكلهم يريدون مني ان احللهم	B-N	 	
C-2309	And you're as tiny as I am.	وأنت صغير جدا مثلى	B-M	وأنت صغيرة جدا مثلي	
C-2310	And you're following me to ask how I break the rules and maintain my rosy demeanor?	وأنت تلحقينني لكي تسأليني كيف أخالف القوانين وأحافظ على سلوكي اللطيف	B-F	وأنت تلحقني لكي تسألني كيف أخالف القوانين وأحافظ على سلوكي اللطيف	
C-2311	And you're gonna do as I say.	وأنت ستقوم بما آمرك به	B-M	وأنت ستقومين بما آمرك به	
C-2312	And you're gonna think I'm a really big dork, but..	وانت ستعتقد انني حمقاء ، ولكن	F-M	وانت ستعتقد انني أحمق ، ولكن	
C-2313	And you're honestly telling me you don't cast Mitch in the more ladylike role?	و انت تقول لي بصراحة انك لا تضع ميتش بالدور الأقرب للسيدة ؟	B-M	و انت تقولين لي بصراحة انك لا تضعين ميتش بالدور الأقرب للسيدة ؟	
C-2314	And you're my biggest fan.	وأنت أكبر المعجبين بي .	B-B	 	
C-2315	And you're not using me in the book.	وأنت لن تستخدمه في الكتاب	B-M	وأنت لن تستخدميه في الكتاب	
C-2316	And you're sure she doesn't mind me recording here?	وانت متأكدة أنها لاتمانع في تسجيل هنا ؟	N-F	وانت متأكد أنها لاتمانع في تسجيل هنا ؟	
C-2317	And you're that asshole who thought he could outsmart me.	وأنت ذلك الأحمق الذي يعتقد انه يمكن ان يتغلب علي	B-M	وأنت تلك الحمقاء التي تعتقد انها يمكن ان تتغلب علي	
C-2318	And you've got talent, son. I've seen it.	وأنت موهوب يا بني لقد رأيت ذلك	B-M	وأنت موهوبة يا بنيتي لقد رأيت ذلك	
C-2319	And you, I want you back at the station now.	وأنت ، أريدك أن ترجع إلى مركز الشرطة الآن	B-M	وأنت ، أريدك أن ترجعي إلى مركز الشرطة الآن	
C-2320	And you, I will promote to Deputy Chief of Security, effective immediately.	وأنت سأرقيك إلى منصب نائب رئيس الأمن ، ويسرى القرار فورا .	B-B	 	
C-2321	And you, too. Why don't you tell me the truth?	و أنت أيضا لماذا لا تصارحني ؟	B-M	و أنت أيضا لماذا لا تصارحينني ؟	
C-2322	And you... you have a look that is all too familiar to me.	و أنت . . . تبدين مألوفة لي	B-F	و أنت . . . تبدو مألوفا لي	
C-2323	And your problems will always be my problems.	و مشاكلك هي مشاكلي	B-B	 	
C-2324	And, and I want you to go with her.	و اريدك ان تذهبي معها	B-F	و اريدك ان تذهب معها	
C-2325	And, as you've no doubt been informed, don't bother trying to trace my calls.	وكما اخبروك بلا شك : لا تحاول تتبع مكالماتى	B-M	وكما اخبروك بلا شك : لا تحاولي تتبع مكالماتى	
C-2326	And, despite your rank, I would ask you remember that.	وبالرغم من رتبتك أطلب منك تذكر ذلك	B-B	 	
C-2327	And, hey, look I... I wanted to thank you for being so great to me.	أردت شكرك لكونك كنت تعاملني بلطف	B-M	أردت شكرك لكونك كنت تعاملينني بلطف	
C-2328	And, jeff, let me get you something.	و جيف دعني أحضر لك شيئا	B-M	و جيف دعيني أحضر لك شيئا	
C-2329	And, quite frankly, I don't like the way you treat your players.	بصراحه شديده انا لا احب الطريقه التى تعامل بها لاعبيك	B-M	بصراحه شديده انا لا احب الطريقه التى تعاملين بها لاعبيك	
C-2330	And, secondly, you and I agreed that we would leave	وثانيا وافق كلانا على ترك ماضينا في الوكالة خلفنا	B!-N	 	
C-2331	And, uh, if you need me, eh... just don't.	. . . وإن احتجتموني فقط لا تحتاجوني	B-M!	. . . وإن احتجتمنني فقط لا تحتاجنني	
C-2332	And, uh, the driver, you know-- no, i don't know.	و السائق . . . - لا ، لا أعرف	B-N		More than one sentence
C-2333	And, uh, you're asking my opinion?	و . . . أنت تستشيرني ؟	B-M	و . . . أنت تستشيرينني ؟	
C-2334	And, uh... I will be your proud husband as long as you'll have me.	وسأكون زوجا فخورا طالما أنك لدي	M-B	وسأكون زوجة فخورة طالما أنك لدي	
C-2335	And, uh... you can pour me... pour me the same.	ويمكنك أن تسكب لي الشراب نفسه	B-M	ويمكنك أن تسكبي لي الشراب نفسه	
C-2336	And... I am totally tagging you in that photo.	و أنا كليا أشير أليك في تلك الصور	B-B	 	
C-2337	And... well... i need you to do something for me,	. . . و . . . . حسنا	B-N	 	
C-2338	Andrew, I chose you for a reason.	اندرو ) لقد اخترتك لسبب )	B-B	 	
C-2339	Angel, I'm sorry if I was supposed to spend the summer mooning over you, but I didn't.	( إنجل ) أنا آسفة إذا إفترضت أنني قضيت الصيف أبكي من أجلك ، لكنني لم أفعل	F-B	( إنجل ) أنا آسف إذا إفترضت أنني قضيت الصيف أبكي من أجلك ، لكنني لم أفعل	
C-2340	Angela, you need to tell me your husband's name.	( أنجيلا ) ، يجب أن تخبريني اسم زوجك	B-F	( أنجيلا ) ، يجب أن تخبرني اسم زوجك	
C-2341	Angie, would you do me a favor and focus on the western side of the old map?	أنجي ) ، هلا تقومين بمعروف من أجلي ) و تركزي على الجانب الغربي من الخريطة القديمة ؟	B-F	أنجي ) ، هلا تقوم بمعروف من أجلي ) و تركز على الجانب الغربي من الخريطة القديمة ؟	
C-2342	Anita: I'll show you. Look.	سأريهم ، انظروا قام بعضي هنا	B-M!	سأريهم ، انظرن قام بعضي هنا	More than one sentence
C-2343	Anna Martin of Atlanta, Georgia, will you marry me and make me the luckiest man in the world?	( آنا مارتن ) من ( آتلانتا جورجيا ) هلا تزوجتني وجعلتني أكثر رجل محظوظ بالعالم ؟	M-B	( آنا مارتن ) من ( آتلانتا جورجيا ) هلا تزوجتني وجعلتني أكثر امرأة محظوظة بالعالم ؟	
C-2344	Anna's 11, you're three years early. - I'm aware, she's challenging.	انا عمرها 11 سنة لقد تعجلت ثلاثة سنين	N-B	 	
C-2345	Anne is... running an errand at present, but I'll be sure to tell her you were here.	تنجز " آن " بعض الأعمال حاليا لكن سأخبرها بأنكما أتيتما .	B-B!	 	
C-2346	Anne, I must speak with you.	آن علي أن أتحدث إليك	B-B	 	
C-2347	Annie, I'm in love with you, there's a moon out tonight.	( آني ) إني أحبك القمر بالخارج الليلة	B-B	 	
C-2348	Any of you are welcome to join my team.	مرحبا بكل فرد منكم للانضمام إلى فريقي .	B-M!	مرحبا بكل فرد منكن للانضمام إلى فريقي .	
C-2349	Any other procedural questions you might have that I could clear up for you while I'm here?	هل هناك أي أسئلة إجرائية آخرى يمكنني توضيحها لك الآن ؟	B-B	 	
C-2350	Any perps with victims or MOs that match, you red-flag it, give it to me.	لأي سبب حتى لوكان بسيط اي علامة حمراء اعطيني إياها	B-F	لأي سبب حتى لوكان بسيط اي علامة حمراء اعطني إياها	
C-2351	Anya, after you see what I want to show you... if you still want to go, I promise I'll bring you back.	" أنيا " ، بعدما رأيت ما أحضرتك لرؤيته . . . لو لازلت تريدين الذهاب ، أعدك أن أقلك	B-F	" أنيا " ، بعدما رأيت ما أحضرتك لرؤيته . . . لو لازلت تريد الذهاب ، أعدك أن أقلك	لازلت
C-2352	Anybody you want me to call if you... - Nah.	- هل من أحد تريدني أن اتصل به . . .	B-M	هل من أحد تريدينني أن اتصل به . . .	
C-2353	Anybody. I -- you know, I could get more phones.	انا استطيع انا أاتي بهواتف اكثر	B-S	 	أاتي
C-2354	Anyone who takes sides with Ronit will be responsible for my death ls everyone listening... you hear?	من ستحيز مع رونيت سيكون مسؤولا عن موتي هل الكل يسمع ؟	B-S	 	ستحيز
C-2355	Anything I can do for you?	مبذر	N-M	مبذرة	Bad translation
C-2356	Anything else I can help you with?	هل من شئ آخر أساعدكم به ؟	B-M!	هل من شئ آخر أساعدكن به ؟	
