B-17834	What you been doing for the family?	ماذا فعلت لعائلتك ؟	N-B		
B-17835	What you could do is, you know, feel him out on an issue or two.	ما يجدر بك فعله هو أن تتحسس موقفه من قضية أو قضيتين	N-M	ما يجدر بك فعله هو أن تتحسسي موقفه من قضية أو قضيتين	
B-17836	What you did in there... it's too far.	. . . ما قمت به هناك . . . كان متطرفا . .	N-B		
B-17837	What you did...	ما فعلت . . .	N-B		
B-17838	What you do is rub something that smells really bad on your butt, right?	ان تضع رائحة كريهة على مؤخرتك	N-M	ان تضعي رائحة كريهة على مؤخرتك	
B-17839	What you doing?	ماذا تفعل ؟ أين هما ؟	N-M	ماذا تفعلين ؟ أين هما ؟	
B-17840	What you don't know is that we are in the midst of the ultimate battle between good and evil.	ما لا تعرفيه هو أننا في وسط المعركة العظمى بين الخير و الشر	B!-F	ما لا تعرفه هو أننا في وسط المعركة العظمى بين الخير و الشر	
B-17841	What you gonna do about that?	مالذي سوف تفعله حيال ذلك ؟	B-S		مالذي
B-17842	What you gonna do with it.	- أجل .	B-N		
B-17843	What you gonna do with them two niggas you got waiting downstairs?	ماذا ستفعل بشأن الرجلين في الأسفل ؟	N-M	ماذا ستفعلين بشأن الرجلين في الأسفل ؟	
B-17844	What you got there, sonny boy?	ماذا تفعل هناك أيها الصبي ؟ -	N-M	ماذا تفعلين هناك أيتها الصبية ؟ -	
B-17845	What you got there?	ماذا في يدك ؟	N-B		
B-17846	What you got to do is, if you do want...	، كل مايجب عليك فعله . . إذا كنت تريد	N-M	، كل مايجب عليك فعله . . إذا كنت تريدين	
B-17847	What you got, a test?	ما هذا أختبار ؟	N-N		
B-17848	What you got, man?	ماذا وجدت يارجل	N-M	ماذا وجدت يا إمرأة	
B-17849	What you got?	هاه ؟	N-N		
B-17850	What you got?	ماذا معك ؟	N-B		
B-17851	What you have to do is your own family.	يجب أن تصنعي عائلتك بنفسك	N-F	يجب أن تصنع عائلتك بنفسك	
B-17852	What you like him?	ماذا تريدين منه ؟	N-F	ماذا تريد منه ؟	
B-17853	What you looking for? Just keep quiet.	- ما الذي تبحثون عنه ؟	N-M!	- ما الذي تبحثن عنه ؟	
B-17854	What you mean, cannot take?	ماذا تعني ؟	N-M	ماذا تعنين ؟	
B-17855	What you mean?	- ماذا تقصدين ؟	N-F	- ماذا تقصد ؟	
B-17856	What you need is Billy Flynn. - Who?	من تحتاجينه هو بيلي فلين	N-F	من تحتاجه هو بيلي فلين	
B-17857	What you need is to get out of your head and go wild.	أنت بحاجة لتفرغ ما في رأسك و تطلق لنفسك العنان .	N-M	أنت بحاجة لتفرغي ما في رأسك و تطلقين لنفسك العنان .	
B-17858	What you need to believe in is you.	ما يجب ان تؤمني به هو انت	N-F	ما يجب ان تؤمن به هو انت	
B-17859	What you really need is a silent wild card, somebody who's about the money, the opportunity, who can play both sides if needed.	ما أنت بحاجته حقا هو شخص هادئ و جامح بنفس الوقت شخص يفهم بالمال ، بالفرص يمكنه اللعب على الطرفين إن كان بحاجة هذا .	B-B		
B-17860	What you really need to know is that this Hive is a work in progress.	الذي يجب أن تعرفه حقا أن السفينة الأم تعمل بتقدم مستمر	B-M	الذي يجب أن تعرفيه حقا أن السفينة الأم تعمل بتقدم مستمر	
B-17861	What you said earlier,	ما قلته سابقا	N-B		
B-17862	What you said now... Are you serious?	هل انت جاد بما تقوله الأن ؟	N-M	هل انت جادة بما تقولينه الأن ؟	
B-17863	What you saw was a small piece of the end of your story, Savior.	ما رأيته كان مشهدا صغيرا من نهاية حكايتك أيتها المخلصة	N-F	ما رأيته كان مشهدا صغيرا من نهاية حكايتك أيها المخلص	
B-17864	What you saw was a vision of what might come to be.	ما رأيته كان رؤيا لما يمكن أن يحدث	N-B		
B-17865	What you say here stays here.	ما قلته هنا سيبقى هنا .	N-B		
B-17866	What you say, paper champion?	ماذا تقول أيها البطل الورقى ؟	N-M	ماذا تقولين أيتها البطلة الورقية ؟	
B-17867	What you see is a guy who never measured a man's success by the size of his wallet!	ما رأيك في رجل . . . لا يزن نجاح الرجال !	N-B		
B-17868	What you see' it's... it's real.	ما تراه حقيقي	N-M	ما ترينه حقيقي	
B-17869	What you smell is your breakfast.	الذى تشتمه هو رائحة فطورك .	N-M	الذى تشتمينه هو رائحة فطورك .	
B-17870	What you smoking in that crack pipe?	ماذا تدخن في إنبوب الشق هذا ؟	N-M	ماذا تدخنين في إنبوب الشق هذا ؟	
B-17871	What you waiting on?	ماذا تنتظرين ؟	N-F	ماذا تنتظر ؟	
B-17872	What you want.	أفعل ما تريده	N-M	أفعلي ما تريدينه	
B-17873	What you were doing that very moment in Holland.	ما كنت تفعل ذلك اللحظة بالذات في هولندا .	N-M	ما كنت تفعلين ذلك اللحظة بالذات في هولندا .	
B-17874	What you're asking for here is a double major in engineering... and dance.	ما تطلبه هنا هو إختصاص مزدوج في الهندسة والرقص .	N-M	ما تطلبينه هنا هو إختصاص مزدوج في الهندسة والرقص .	
B-17875	What you're contemplating is vengeance, not justice, and we don't need vengeance.	- لا ، أنت تدرس الثأر لا العدالة ونحن لا نحتاج الثأر لدينا هذه البلدة . . .	B!-M	- لا ، أنت تدرسين الثأر لا العدالة ونحن لا نحتاج الثأر لدينا هذه البلدة . . .	
B-17876	What you're looking for.	في ما كنت تنظر اليه	N-M	في ما كنت تنظرين اليه	
B-17877	What you're seeing is real.	ما تراه حقيقي	N-M	ما ترينه حقيقي	
B-17878	What you've done is unforgivable.	ما فعلتيه لا يغتفر	N-F	ما فعلته لا يغتفر	فعلتيه
B-17879	What you've done on the field has been amazing.	العمل بالحقل مزهل	N-N		
B-17880	What your leaders say is true.	ما يقوله قادتك صحيح .	N-B		
B-17881	What your life's gonna look like when all this is over.	كيف ستبدو حياتك عندما ينتهي كل هذا	N-B		
B-17882	What your sister doesn't realize	الشى لن تدركه اختك	N-B		
B-17883	What'd they hold over your head?	بماذا هددوك ؟	N-B		
B-17884	What'd you do that for?	لماذا فعلت ذلك ؟	N-B		
B-17885	What'd you do with the key?	ماذا فعلت بالمفتاح ؟	N-B		
B-17886	What'd you get?	علام حصلت ؟	N-B		
B-17887	What'd you have last night?	ماذا تناولت الليله الماضيه ؟	N-B		
B-17888	What'd you plan to do, stand there all night?	ما الذي كنت تنوي فعله بتواجدك هناك في الخارج طوال الليل ؟	N-M	ما الذي كنت تنوين فعله بتواجدك هناك في الخارج طوال الليل ؟	
B-17889	What'd you say to Mecklen?	ماذا اخبرت ماكلين ؟	N-B		
B-17890	What'd you say?	ماذا قلت ؟ . . ؟	N-B		
B-17891	What'd you take?	ماذا تتعاطى ؟	N-M	ماذا تتعاطين ؟	
B-17892	What'll you say to him?	ماذا ستقولين له ؟	N-F	ماذا ستقول له ؟	
B-17893	What're you doing but driving around in a big giant sponge--	و ماذا تفعل أنت عدا أنك تتجول في إسفتجه كبيره و ضخمه	B-S		إسفتجه
B-17894	What're you doing up?	مرحبا يا " آلي " .	B-B		Bad translation
B-17895	What're you doing, man!	ما أنت فاعلة يا رجل !		HARD	فاعلة - رجل
B-17896	What're you doing?	- ماذا تفعلين ؟	N-F	- ماذا تفعل ؟	
B-17897	What're you gonna do?	سحب راقصة من الهواء الطلق ؟	N-N		wrong translation
B-17898	What's a nice Irish girl like you doing out here?	اتعرفين بنت ايرلنديه لطيفه تعمل هنا مثلك ؟	N-F	أتعرف بنت ايرلنديه لطيفه تعمل هنا مثلك ؟	
B-17899	What's going on with this woman? She keeps following you around, helping you out.	ثمة شيء حيال تلك المرأة ، إنها تواصل تتبعك ومساعدتك .	N-B		
B-17900	What's happening to you?	ما الذي يحدث لك ؟	N-B		
B-17901	What's happening? What are you looking for?	( إيثان ) ما الذي يحدث ما الذي تبحث عنه ؟	N-M	( إيثان ) ما الذي يحدث ما الذي تبحثين عنه ؟	
B-17902	What's his problem with you?	ما هي مشكلته معك ؟	N-B		
B-17903	What's in your dumping doggy box there?	ماذا يوجد بصندوق الانفصال خاصتك ؟	N-B		
B-17904	What's in your hand, Lilly?	ماذا يوجد بيديك ، يا ( ليلى ) ؟	N-B		
B-17905	What's it to you?	ما قولك أنت ؟	N-B		
B-17906	What's keeping you here?	ما الذي يبقيك هنا ؟	N-B		
B-17907	What's next, sprinkles? Hey, Judge, how you doing?	مرحبا ، قاضية ، كيف حالك ؟	B-F	مرحبا ، قاضي ، كيف حالك ؟	
B-17908	What's on your mind?	مالذي تفكر فيه ؟	B-S		مالذي
B-17909	What's really going on with you, Lucious?	مالذي يحدث معك حقا ، لوشيس ؟	B-S		مالذي
B-17910	What's she been to you, Mads?	ماذا كانت تعني لكي ، مادز ؟	N-F	ماذا كانت تعني لك ، مادز ؟	
B-17911	What's stopped you?	ما الذي اوقفك ؟	N-B		
B-17912	What's stopping you?	وما يمنعك من ذلك ؟	N-B		
B-17913	What's taking you so long, Lieutenant?	ما الذي يلفت أنتبهاك كثيرا أيها الملازم ؟ ؟	N-M	ما الذي يلفت أنتبهاك كثيرا أيتها الملازمة ؟ ؟	
B-17914	What's taking you?	لماذا تتحدث هكذا ؟	N-M	لماذا تتحدثين هكذا ؟	
B-17915	What's that kind of thing run you?	ما نوع الأشياء التى تعجبك	N-B		
B-17916	What's that on your face?	ما هذا الذي على وجهك	N-B		
B-17917	What's that you been playing on your typewriter all night?	ما الذي كنت تكتبه على الآلة الكاتبة طوال الليل ؟	N-M	ما الذي كنت تكتبينه على الآلة الكاتبة طوال الليل ؟	
B-17918	What's the darkest thing you've ever done?	ماهو اكثر الاشياء شرا قمت به ؟	N-B		
B-17919	What's the last thing you remember?	ما هو اخر شيء تتذكرينه عنه ؟	N-F	ما هو اخر شيء تتذكره عنه ؟	
B-17920	What's the matter over there, can't make sense of your letters?	ماذا يجري هناك ؟ حروفك لا تعني شيئا	N-B		
B-17921	What's the matter with you?	؟ ماذا جرى لك ؟	N-B		
B-17922	What's the matter with you?	ما خطبك ؟ هدئ من روعك	N-M	ما خطبك ؟ هدئي من روعك	
B-17923	What's the matter with you?	ماذا حل بك ؟ !	N-B		
B-17924	What's the matter with you?	لونى ، ما الأمر ؟	N-B		
B-17925	What's the matter with you?	مالامر معك ؟	N-B		
B-17926	What's the plan? You even need to ask?	- أيلزم أن تسألني في ذلك ؟	B-M	أيلزم أن تسأليني في ذلك ؟ -	
B-17927	What's the point of knocking if you're just gonna barge in?	ما هي وجهة يطرق إذا كنت مجرد ستعمل البارجة في ؟		HARD	
B-17928	What's to talk about? Are you in or out?	وما الذي سنناقشه ؟	B!-N		
B-17929	What's up with your lips?	ما خطب شفاهك ؟	N-B		
B-17930	What's with the suitcase? You might want to sit down.	ربما يجب عليك ان تجلسي	N-F	ربما يجب عليك ان تجلس	
B-17931	What's with you?	ما بك ؟	N-B		
B-17932	What's with your sad face	لماذا هذا الوجه الحزين	N-N		
B-17933	What's wrong with you, Larry?	( ما الامر ( لارى	N-B		
B-17934	What's wrong with you, Wynn?	ماذا بك ( وين ) ؟	N-B		
B-17935	What's wrong with you, bringing her back here?	ما خطبك انت اعدتها الى هنا ؟	N-B		
B-17936	What's wrong with you, princess?	ما هو الخطأ معك ، الأميرة ؟	N-F	ما هو الخطأ معك ، الأمير ؟	Bad translation
B-17937	What's wrong with you?	ما الخطب معك ؟	N-B		
B-17938	What's wrong with you?	ماذا دهاني ؟	B-N		
B-17939	What's wrong with you? Where's your manners?	ماذا دهاك يا جاك اين اساليبك	N-B		
B-17940	What's wrong with your face?	ما هي مشكلة وجهك ؟	N-B		
B-17941	What's wrong with your oatmeal?	ما مشكلة افطار الشوفان ؟	N-N		
B-17942	What's wrong with your phone?	ما مشكلة هاتفك ؟	N-B		
B-17943	What's your 20?	ما هم ال 20 الخاصون بك ؟	N-B		
B-17944	What's your assessment of this lunatic?	ما تقييمك لهذا المجنون ؟	N-B		
B-17945	What's your big idea?	ما هو فكرتك الكبير ؟	N-B		Bad translation
B-17946	What's your dad have to do with the Viking?	ما علاقة أبيك بهذا ؟	N-B		
B-17947	What's your dad's family like?	كيف يبدو أفراد عائلتك ؟	N-B		
B-17948	What's your excuse this time?	ما عذرك هذه المرة ؟	N-B		
B-17949	What's your first memory?	ماهي أولى ذكرياتك ؟	N-B		
B-17950	What's your husband's name?	ما اسم زوجك ؟	N-B		زوج FEM and MASC
B-17951	What's your idea of Hell?	ما هي فكرتك عن الجحيم ؟	N-B		
B-17952	What's your name again?	ما أسمك مجددا ؟	N-B		
B-17953	What's your name, angel?	ماسمك ياملاكى	B-S		
B-17954	What's your name, boy?	ما أسمك ، ايها الصبي ؟	N-M	ما أسمك ، ايتها الصبية ؟	
B-17955	What's your name, boy?	ما اسمك يا فتى ؟	N-M	ما اسمك يا فتاة ؟	
B-17956	What's your name, footman?	ما هو اسمك ورجل القدم ؟		HARD	Bad translation
B-17957	What's your name?	( تشارلي )	N-B		
B-17958	What's your name?	- ما أسمك ؟	N-B		
B-17959	What's your name?	ماسمك	B-S		
B-17960	What's your name?	أخبرني يافتى ما هو اسمك	N-M	أخبريني يا فتاة ما هو اسمك	
B-17961	What's your obsession with this guy?	- لما الإهتمام الزائد بذلك الرجل ؟	N-N		
B-17962	What's your plan here?	ما هي خطتك هنا ؟	N-B		
B-17963	What's your plan?	- حسن ، ما خطتك ؟	B-B		Bad translation حسن
B-17964	What's your point?	ما الذي ترمين إليه ؟	N-F	ما الذي ترمي إليه ؟	
B-17965	What's your point?	ما الهدف ؟	N-N		
B-17966	What's your point?	ما قصدك ؟	N-B		
B-17967	What's your point? No point.	ربما ، ما مقصدك ؟	N-B		
B-17968	What's your prediction?	ما استنتاجك ؟	N-B		
B-17969	What's your primary ambition?	- ماهو طموحك ؟	N-B		
B-17970	What's your process?	ماهو سرك ؟	N-B		
B-17971	What's your relationship with agent Dean?	ما علاقتك بالعميل " دين " ؟	N-B		
B-17972	What's your room number?	ما هو رقم غرفتك ؟	N-B		
B-17973	What's your score with the 203 bombs and claymores?	ماهو هدفك من قنابل 203 والالغام ؟	N-B		
B-17974	What's your story?	ما قصتط ؟	B-S		
B-17975	What's your town like?	ما هو شكل بلدتك ؟	N-B		
B-17976	What's your weekly rate?	ماهو معدلك الإسبوعي ؟	N-B		
B-17977	What's your work life like?	ماذا عنك ماري ؟	N-B		
B-17978	What's yours?	)	N-N		
B-17979	What's yours?	و ما هو سرك ؟	N-B		
B-17980	What've you got there-- vomit bagel...	ما الذي تأكله قيأ الكعك ؟	N-M	ما الذي تأكلينه قيئي الكعك ؟	
B-17981	What, Bernie, you're gonna snap now?	ماذا يا " بيرنى " ، هل ستعض الآن ؟	N-M	ماذا يا " بيرنى " ، هل ستعضين الآن ؟	
B-17982	What, Matt didn't tell you?	ما ، مات لم أقول لكم ؟	B-M!	ما ، مات لم أقول لكم ؟	Bad translation
B-17983	What, and get caught with you?	ماذا ، و أن يتم الإمساك بي معك ؟	B-B		
B-17984	What, are you a dude?	ماذا ؟ هل أنت رجل ؟	N-M	ماذا ؟ هل أنت امرأة ؟	
B-17985	What, are you worried?	لماذا هل انت قلقه ؟	N-F	لماذا هل انت قلق ؟	
B-17986	What, did he rim you or something?	هل قام بلحس مؤخرتك أم شيء ما من هذا القبيل ؟	N-B		
B-17987	What, did you find her on the Internet?	هل تعرفت عليها على الإنترنت ؟	N-B		
B-17988	What, did you get lost?	هل تهتما ؟	N-B!		
B-17989	What, do you think people like that, just gave up?	ماذا تتوقع من أشخاص كهؤلاء ، أن ييئسوا ؟	N-M	ماذا تتوقعين من أشخاص كهؤلاء ، أن ييئسوا ؟	
B-17990	What, exactly, are you talking about?	ما الذي تتحدثين عنه تماما ؟	N-F	ما الذي تتحدث عنه تماما ؟	
B-17991	What, have you got any other science tricks up your sleeve?	لم ينتهي الأمر بعد - ماذا ؟ ماذا لديك - هل لديك حيل علمية أخرى تخفيها بكمك ؟	N-B		
B-17992	What, is he your boyfriend now?	ماذا ، هل هو صديقك الأن ؟	N-B		
B-17993	What, the two of you come up with that?	كلاكما إبتكر هذه الفكرة ؟	N-M!	كلتاكما إبتكر هذه الفكرة ؟	
B-17994	What, what are you looking at and laughing at?	ماذا ؟ ما الذي تنظري إليه ، ما الذي تضحكين عليه ؟	N-F	ماذا ؟ ما الذي تنظر إليه ، ما الذي تضحك عليه ؟	
B-17995	What, you can read minds now, too?	أيمكنك قراءة الأفكار الآن أنت أيضا ؟	N-B		
B-17996	What, you don't have any hobbies?	- ماذا ، أليس لديك أي هوايات ؟	N-B		
B-17997	What, you don't like what you see, no?	ما ، كنت لا تحب ما تراه ، لا ؟	N-B		
B-17998	What, you don't think women can be bosses?	ماذا ، الآ تظن أن بإمكان النساء تقلد مثل هذا المنصب ؟	N-M	ماذا ، الآ تظنين أن بإمكان النساء تقلد مثل هذا المنصب ؟	
B-17999	What, you don't use them any more? Why not?	ماذا ، ما عدت تستخدم قواك بعد الآن ، لم لا ؟	N-M	ماذا ، ما عدتي تستخدمين قواك بعد الآن ، لم لا ؟	
B-18000	What, you expected a straitjacket?	ماذا ؟ هل توقيت سترة طويلة ؟	N-N		Bad translation
B-18001	What, you gonna complain? You just started.	ماذا ، تريد أن تشتكي لقد بدأت توك بالعمل ؟	N-M	ماذا ، تريدين أن تشتكي لقد بدأت توك بالعمل ؟	
B-18002	What, you got 20,000 for your power?	- ماذا ؟ حصلتم على 20 ألف مقابل قدراتكم ؟	N-M!	 ماذا ؟ حصلتن على 20 ألف مقابل قدراتكن ؟	
B-18003	What, you got something to say? Do you? You do, bitch?	ايتها العاهرة ؟	N-F	ايها العاهر ؟	
B-18004	What, you guys don't believe in this stuff, do you?	ماذا ؟ أنتما لا تؤمنان بهذه الأمور ، أليس كذلك ؟	B!-N		
B-18005	What, you guys have a fight?	هل تشاجرتم فيما بينكم ؟	N-M!	هل تشاجرتن فيما بينكن ؟	
B-18006	What, you happy now?	هل أنت راضية الآن ؟	N-F	هل أنت راضي الآن ؟	
B-18007	What, you have to put one down?	هل اضطريت لقتل احد ؟	N-B		
B-18008	What, you hooking up with your late husband's best friend?	ماذا ، تقصدين أنك تتسكعين مع أعز أصدقاء زوجك ؟	N-F	ماذا ، تقصد أنك تتسكع مع أعز أصدقاء زوجتك ؟	
B-18009	What, you mean you dropped out?	ماذا ؟ أتعني أنك تخليت عن دراستك ؟	N-B		
B-18010	What, you mean...	ماذا ، أ تعنين . . .	N-F	ماذا ، أ تعني . . .	
B-18011	What, you think you can make a few exceptions?	ألا يمكنكم الاستثناء ؟	N-M!	ألا يمكنكن الاستثناء ؟	
B-18012	What, you wanna bring a priest to your first good date in two years?	ماذا ؟ ؟ أتريد أن تصطحب قسا لموعدك الاول منذ عامين ؟	N-M	ماذا ؟ ؟ أتريدين أن تصطحبي قسا لموعدك الاول منذ عامين ؟	
B-18013	What, you want some reasons?	ماذا ؟ . . تريد بعض الاسباب ؟	N-M	ماذا ؟ . . تريدين بعض الاسباب ؟	
B-18014	What, you wouldn't trust him?	ماذا ، الا تثقين به ؟	N-F	ماذا ، الا تثق به ؟	
B-18015	What, you're not coming?	أنا محقق منالدرجة الأولى . . .	M-N	أنا محققة من الدرجة الأولى . . .	
B-18016	What, you...	ماذا ، أنت . . .	N-B		
B-18017	What, your breath or your face?	- مم رائحة فمك أم وجهك ؟	N-B		
B-18018	What--what does that mean "stay in your own world"?	- لا أعلم اخبرني انت ؟ كلا كلا لأنه حينها سيشعرني وكأنها خيانه . .	B-M	- لا أعلم اخبريني انت ؟ كلا كلا لأنه حينها سيشعرني وكأنها خيانه . .	More than one sentence
B-18019	What-what is it you've found?	ما - ما الذي وجدته ؟	N-B		
B-18020	What... what are you thinking?	ما . . . ما كنت أفكر ؟	B-N		
B-18021	What... what do you mean?	ماذا . . . . ماذا تقصدين ؟	N-F	ماذا . . . . ماذا تقصد ؟	
B-18022	What... what... what are you talking about?	ماذا ، ماذا ، ماذا ما الذي تتحدث عنه	N-M	ماذا ، ماذا ، ماذا ما الذي تتحدثين عنه	
B-18023	What? - You could deal with anything.	ماذا ؟	N-N		
B-18024	What? Are you serious?	هل انت جاد ؟	N-M	هل انت جادة ؟	
B-18025	What? No, you're not.	لا ، لست كذلك فأنا المزارع	M-N	لا ، لست كذلك فأنا المزارعة	
B-18026	What? Of course you're going to college.	بالطبع ستدخلين إلى الجامعه	N-F	بالطبع ستدخل إلى الجامعه	
B-18027	What? They didn't believe you?	- ألم يصدقوا ؟	N-N		
B-18028	What? Well, sometimes when you get hurt, your body heals, and you end up stronger than you ever were before.	أحيانا عندما تتعرض للإصابة يشفى جسمك	N-M	أحيانا عندما تتعرضين للإصابة يشفى جسمك	
B-18029	What? What? Oh, you don't know shit about flowers.	إنك لا تعرف شيئا عن الزهور	N-M	إنك لا تعرفين شيئا عن الزهور	
B-18030	What? You can't sit in the front, it's against regulations.	لا يمكنك الجلوس في المقعد الأمامي ، إنه يخالف الأنظمة	N-B		
B-18031	What? You can't...	أنت لا تستطيعين . . .	N-F	أنت لا تستطيع . . .	
B-18032	What? You're emotionally unavailable.	ماذا انت غير متاح عاطفيا	N-M	ماذا انت غير متاحة عاطفيا	
B-18033	Whatever Katrina says, you have to believe.	. ماقالته كاترينا ، هو أن تؤمني	N-F	. ماقالته كاترينا ، هو أن تؤمن	
B-18034	Whatever happened to you that was worse than that?	مالذي حدث لك في حياتك وكان أسوء من ذلك ؟	B-S		مالذي
B-18035	Whatever happened today, it wasn't your fault.	مهما حدث اليوم لم يكن خطأك	N-B		
B-18036	Whatever happens to you from this point on will have greater ramifications than you can possibly fathom.	أيا كان ما حدث لك فأنت بإمكانك التغلب عليهم	N-B		
B-18037	Whatever happens, whatever we find out, we are not calling you while you're gone.	مهما حدث ، مهما نكتشف ، نحن لا ندعو لك حين كنت ذهبت .	B!-B		
B-18038	Whatever happens, you have to look like it's exactly what you knew would happen.	لا تغضبا ، مهما يحدث يجب أن تتظاهرا أنكما كنتما تعرفا حدوث هذا	N-B!		
B-18039	Whatever it is you think they're mad at, probably isn't as bad as you think it is.	ربما لايكون بهذا السوء الذي تعتقده	N-M	ربما لايكون بهذا السوء الذي تعتقدينه	
B-18040	Whatever it was that caused you to uproot yourself and your son to start a whole new life far away from the rest of your family.	أي كان السبب لإستئصال نفسك و ابنك لبدء حياة جديدة بعيدا عن بقيه عائلتك	N-B		
B-18041	Whatever kind of arrangement you want is fine. Um...	لا بأس بأي تسوية ترغب بها	N-M	لا بأس بأي تسوية ترغبين بها	
B-18042	Whatever story he told you was, it was a lie.	مهما كانت القصة التي اخبرك اياها فإنها كذبة	N-B		
B-18043	Whatever you did to save JT, you did before you asked us to help you.	انت تدينين لنا مهما فعلت لأنقاذ ( ج ت ) فعلت من قبل طلبت منا مساعدتك	B!-F	انت تدين لنا مهما فعلت لأنقاذ ( ج ت ) فعلت من قبل طلبت منا مساعدتك	
B-18044	Whatever you do, don't get nervous.	مهما أنت فعلت لا تكن متوترا	N-M	مهما أنت فعلت لا تكوني متوترة	
B-18045	Whatever you do, make sure he doesn't monopolize the committee.	مهما كان موقعك ، أحرص على ألا يحتكر اختياراته	N-M	مهما كان موقعك ، أحرصي على ألا يحتكر اختياراته	
B-18046	Whatever you do, you can't tell that to a military jury.	مهما فعلت ، لا يمكنك أن تقول هذا لهيئة محلفين عسكرية	N-M	مهما فعلت ، لا يمكنك أن تقولي هذا لهيئة محلفين عسكرية	
B-18047	Whatever you drop, you lose.	مهما يسقط منك فيه ، تخسره .	N-M	مهما يسقط منك فيه ، تخسريه . 	
B-18048	Whatever you like.	أي شيء يعجبك .	N-B		
B-18049	Whatever you made that noise , is here, and want to know why .	من قام بالصوت كان هنا وأريد أن أعرف لماذا	B-N		
B-18050	Whatever you might think about Ana and who she...	مهما كان الذي تعتقدينه بشأن ( آنا ) ومن تكون	N-F	مهما كان الذي تعتقده بشأن ( آنا ) ومن تكون	
B-18051	Whatever you need to make this office safe, you do it.	أيا يكن ما تحتاجه لجعل هذا المكتب امن ، قم به	N-M	أيا يكن ما تحتاجينه لجعل هذا المكتب امن ، قومي به	
B-18052	Whatever you need.	أي شئ تحتاجينه	N-F	أي شئ تحتاجه	
B-18053	Whatever you say, Carrie. You're the boss.	أيا ما تقولين يا ( كاري ) أنت الرئيسة	N-F	أيا ما تقول يا ( كاري ) أنت الرئيس	
B-18054	Whatever you say, young lady!	كما تشائين أيتها الشابة	N-F	كما تشاء أيها الشاب	
B-18055	Whatever you say.	مهما كنت أقول .	B-N		
B-18056	Whatever you say.	سنفعل ما تأمرين به	B!-F	سنفعل ما تأمر به	
B-18057	Whatever you told the FBI, they're convinced your father was murdered.	أيا ما أخبرت به المباحث الفيدرالية ، جعلهم مقتنعين أن والدك قد قتل .	N-B		
B-18058	Whatever you two are doing, you better do it fast.	ايا يكن ما تفعلانه انتما الاثنان يفضل ان تسرعا	N-B!		
B-18059	Whatever you want her to be.	كما تحب ان تتمنى	N-M	كما تحبين ان تتمني	
B-18060	Whatever you want to call it...	كل ما تريد أن نسميها . . .	B!-M	كل ما تريدين أن نسميها . . .	
B-18061	Whatever you want, OK?	أيا ما تشاء ، حسنا ؟	N-M	أيا ما تشائين ، حسنا ؟	
B-18062	Whatever you want, whenever you want it.	مهما تريد ، حينما تريده .	N-M	مهما تريدين ، حينما تريدينه .	
B-18063	Whatever you want.	اي كان ما تريده	N-M	اي كان ما تريدينه	
B-18064	Whatever you want. Medical supplies?	خذ ما أردت ، لوازم طبية ؟	N-B		
B-18065	Whatever you're comfortable with.	مهما أنت مريح مع .	N-M	مهما أنت مريحة مع .	
B-18066	Whatever you're doing, it's not working.	مهما تفعل ، فهو لا يفلح	N-M	مهما تفعلين ، فهو لا يفلح	
B-18067	Whatever you're going through, this identity crisis, you can survive.	. ماتمربههو . كارثة هوية يمكنك النجاة من هذا	B-S		
B-18068	Whatever your intentions before, protect this town.	مهما كانت نواياك من قبل ، احمي هذه المدينة .	N-B		
B-18069	Whatever, You must do it all the time.	مهما يكن ، يجب أن تفعلب ذلك في كل مره .	N-F	مهما يكن ، يجب أن تفعل ذلك في كل مره	
B-18070	Whatever. And you.	مهما يكن الامر	N-N		
B-18071	Whatever. Yeah, and about these filler words of yours.	أيضا بالنسبة لعبارات الحشو تلك	N-N		
B-18072	Whato you mean?	ماذا تقصد ؟	N-M	ماذا تقصدين ؟	
B-18073	Whats your rush?	لماذا تسرعك ؟	N-B		
B-18074	When a guy doesn't tell his friends, you don't know where you stand.	جيد ، عندما لايخبر الرجل اصدقائه انت لاتعلم اين تقف	B-M	جيد ، عندما لايخبر الرجل اصدقائه انت لاتعلمين اين تقفين	لايخبر - لاتعلم
B-18075	When a woman breaks up with you, you have to act sad. It's only polite.	عندما تنفصل المرأة تصرف بالحزن هذا مهذب	N-M	عندما تنفصل المرأة تصرفي بالحزن هذا مهذب	
B-18076	When are you calling Sainati?	عندما يدعون لك سايناتي ؟	N-B		
B-18077	When are you going to get a real knife?	متى ستحصل على سكين حقيقى	N-M	متى ستحصلين على سكين حقيقى	
B-18078	When are you gonna be in the mood to wipe up some crepes?	متى سيكون لديك مزاج فرنسي لتحضير بعض الفطائر ؟	N-B		
B-18079	When are you gonna do something about Medusa out there?	متى ستتعامل معها وتجعلها تهدأ ؟	N-M	متى ستتعاملين معها وتجعليها تهدأ ؟	
B-18080	When are you gonna go?	متى ستذهب ؟	N-M	متى ستذهبين ؟	
B-18081	When are you gonna stop proposing to all these women?	عندما كنت ستعمل وقف اقتراح لجميع هؤلاء النساء ؟	N-M	عندما كنت ستعملين وقف اقتراح لجميع هؤلاء النساء ؟	
B-18082	When are you leaving?	متى ترحلين ؟	N-F	متى ترحل ؟	
B-18083	When are you people gonna stop thinking everyone else is following your rules?	متى ستتوقفين عن التفكير أن الجميع يتبع قواننيكم ؟		HARD	
B-18084	When can you pick Max up?	متى ستاتى وتاخذة .	N-M	متى ستأتين وتاخذة .	
